,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,score_dff (home-away),team_away,team_favorite_id,favor_direction,favor_score_diff,spread_favorite,win_loss,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
11340,1/18/2015,2014,Conference,TRUE,NE,45,7,38,IND,NE,Home,-38,-7,TRUE,52,Gillette Stadium,FALSE,51,15,,
11341,1/18/2015,2014,Conference,TRUE,SEA,28,22,6,GB,SEA,Home,-6,-8.5,FALSE,45,CenturyLink Field,FALSE,52,15,,
11342,2/1/2015,2014,Superbowl,TRUE,SEA,24,28,-4,NE,NE,Away,-4,-1,TRUE,47.5,University of Phoenix Stadium,TRUE,72,0,,indoor
11343,9/10/2015,2015,1,FALSE,NE,28,21,7,PIT,NE,Home,-7,-7,FALSE,51,Gillette Stadium,FALSE,64,9,,rain
11344,9/13/2015,2015,1,FALSE,ARI,31,19,12,NO,ARI,Home,-12,-2.5,TRUE,48.5,University of Phoenix Stadium,FALSE,72,0,,indoor
11345,9/13/2015,2015,1,FALSE,BUF,27,14,13,IND,IND,Away,13,-1,FALSE,44.5,Ralph Wilson Stadium,FALSE,53,7,,
11346,9/13/2015,2015,1,FALSE,CHI,23,31,-8,GB,GB,Away,-8,-6.5,TRUE,48.5,Soldier Field,FALSE,68,4,,
11347,9/13/2015,2015,1,FALSE,DAL,27,26,1,NYG,DAL,Home,-1,-7,FALSE,52.5,Cowboys Stadium,FALSE,72,0,,indoor
11348,9/13/2015,2015,1,FALSE,DEN,19,13,6,BAL,DEN,Home,-6,-4.5,TRUE,46.5,Sports Authority Field at Mile High,FALSE,86,5,,
11349,9/13/2015,2015,1,FALSE,HOU,20,27,-7,KC,KC,Away,-7,-1,TRUE,40.5,Reliant Stadium,FALSE,83,8,,retractable (open roof)
11350,9/13/2015,2015,1,FALSE,JAX,9,20,-11,CAR,CAR,Away,-11,-3,TRUE,41,EverBank Field,FALSE,81,1,,
11351,9/13/2015,2015,1,FALSE,NYJ,31,10,21,CLE,NYJ,Home,-21,-3.5,TRUE,38.5,MetLife Stadium,FALSE,76,7,,
11352,9/13/2015,2015,1,FALSE,LVR,13,33,-20,CIN,LVR,Home,20,-3,FALSE,43,Oakland Coliseum,FALSE,75,9,,
11353,9/13/2015,2015,1,FALSE,LAC,33,28,5,DET,LAC,Home,-5,-3.5,TRUE,45.5,Qualcomm Stadium,FALSE,82,8,,
11354,9/13/2015,2015,1,FALSE,LAR,34,31,3,SEA,SEA,Away,3,-3.5,FALSE,41,Edward Jones Dome,FALSE,72,0,,indoor
11355,9/13/2015,2015,1,FALSE,TB,14,42,-28,TEN,TB,Home,28,-3,FALSE,40.5,Raymond James Stadium,FALSE,81,6,,
11356,9/13/2015,2015,1,FALSE,WAS,10,17,-7,MIA,MIA,Away,-7,-4,TRUE,45.5,FedEx Field,FALSE,71,11,,
11357,9/14/2015,2015,1,FALSE,ATL,26,24,2,PHI,PHI,Away,2,-3,FALSE,56,Georgia Dome,FALSE,72,0,,indoor
11358,9/14/2015,2015,1,FALSE,SF,20,3,17,MIN,MIN,Away,17,-2.5,FALSE,42.5,Levi's Stadium,FALSE,64,4,,
11359,9/17/2015,2015,2,FALSE,KC,24,31,-7,DEN,KC,Home,7,-3,FALSE,42,Arrowhead Stadium,FALSE,80,8,,
11360,9/20/2015,2015,2,FALSE,BUF,32,40,-8,NE,BUF,Home,8,-1,FALSE,44.5,Ralph Wilson Stadium,FALSE,62,4,,
11361,9/20/2015,2015,2,FALSE,CAR,24,17,7,HOU,CAR,Home,-7,-3,TRUE,41,Bank of America Stadium,FALSE,88,2,,
11362,9/20/2015,2015,2,FALSE,CHI,23,48,-25,ARI,ARI,Away,-25,-2,TRUE,46,Soldier Field,FALSE,69,3,,
11363,9/20/2015,2015,2,FALSE,CIN,24,19,5,LAC,CIN,Home,-5,-3.5,TRUE,48,Paul Brown Stadium,FALSE,73,6,,
11364,9/20/2015,2015,2,FALSE,CLE,28,14,14,TEN,TEN,Away,14,-1,FALSE,41,FirstEnergy Stadium,FALSE,66,11,,
11365,9/20/2015,2015,2,FALSE,GB,27,17,10,SEA,GB,Home,-10,-3,TRUE,49.5,Lambeau Field,FALSE,54,6,,
11366,9/20/2015,2015,2,FALSE,JAX,23,20,3,MIA,MIA,Away,3,-6,FALSE,42,EverBank Field,FALSE,83,5,,
11367,9/20/2015,2015,2,FALSE,MIN,26,16,10,DET,MIN,Home,-10,-2.5,TRUE,44,TCF Bank Stadium,FALSE,70,12,,
11368,9/20/2015,2015,2,FALSE,NO,19,26,-7,TB,NO,Home,7,-9,FALSE,47,Louisiana Superdome,FALSE,72,0,,indoor
11369,9/20/2015,2015,2,FALSE,NYG,20,24,-4,ATL,NYG,Home,4,-2,FALSE,50,MetLife Stadium,FALSE,77,7,,
11370,9/20/2015,2015,2,FALSE,LVR,37,33,4,BAL,BAL,Away,4,-6,FALSE,42,Oakland Coliseum,FALSE,89,7,,
11371,9/20/2015,2015,2,FALSE,PHI,10,20,-10,DAL,PHI,Home,10,-6.5,FALSE,54,Lincoln Financial Field,FALSE,74,7,,
11372,9/20/2015,2015,2,FALSE,PIT,43,18,25,SF,PIT,Home,-25,-6,TRUE,46,Heinz Field,FALSE,69,2,,
11373,9/20/2015,2015,2,FALSE,WAS,24,10,14,LAR,LAR,Away,14,-3,FALSE,41,FedEx Field,FALSE,75,6,,
11374,9/21/2015,2015,2,FALSE,IND,7,20,-13,NYJ,IND,Home,13,-6,FALSE,46,Lucas Oil Stadium,FALSE,72,0,,indoor
11375,9/24/2015,2015,3,FALSE,NYG,32,21,11,WAS,NYG,Home,-11,-3,TRUE,45,MetLife Stadium,FALSE,66,2,,
11376,9/27/2015,2015,3,FALSE,ARI,47,7,40,SF,ARI,Home,-40,-7,TRUE,45,University of Phoenix Stadium,FALSE,72,0,,indoor
11377,9/27/2015,2015,3,FALSE,BAL,24,28,-4,CIN,BAL,Home,4,-1.5,FALSE,45.5,M&T Bank Stadium,FALSE,73,8,,
11378,9/27/2015,2015,3,FALSE,CAR,27,22,5,NO,CAR,Home,-5,-9.5,FALSE,43,Bank of America Stadium,FALSE,67,8,,
11379,9/27/2015,2015,3,FALSE,CLE,20,27,-7,LVR,CLE,Home,7,-3.5,FALSE,44,FirstEnergy Stadium,FALSE,75,10,,
11380,9/27/2015,2015,3,FALSE,DAL,28,39,-11,ATL,PICK,?,FALSE,0,FALSE,43.5,Cowboys Stadium,FALSE,72,0,,indoor
11381,9/27/2015,2015,3,FALSE,DET,12,24,-12,DEN,DEN,Away,-12,-3,TRUE,45,Ford Field,FALSE,72,0,,indoor
11382,9/27/2015,2015,3,FALSE,HOU,19,9,10,TB,HOU,Home,-10,-6,TRUE,41,Reliant Stadium,FALSE,75,8,,retractable (open roof)
11383,9/27/2015,2015,3,FALSE,MIA,14,41,-27,BUF,MIA,Home,27,-1,FALSE,43.5,Sun Life Stadium,FALSE,80,0,,
11384,9/27/2015,2015,3,FALSE,MIN,31,14,17,LAC,MIN,Home,-17,-2,TRUE,45.5,TCF Bank Stadium,FALSE,80,13,,
11385,9/27/2015,2015,3,FALSE,NE,51,17,34,JAX,NE,Home,-34,-14,TRUE,49,Gillette Stadium,FALSE,70,3,,
11386,9/27/2015,2015,3,FALSE,NYJ,17,24,-7,PHI,NYJ,Home,7,-3,FALSE,47,MetLife Stadium,FALSE,70,5,,
11387,9/27/2015,2015,3,FALSE,SEA,26,0,26,CHI,SEA,Home,-26,-16.5,TRUE,43.5,CenturyLink Field,FALSE,62,7,,
11388,9/27/2015,2015,3,FALSE,LAR,6,12,-6,PIT,LAR,Home,6,-1,FALSE,48.5,Edward Jones Dome,FALSE,72,0,,indoor
11389,9/27/2015,2015,3,FALSE,TEN,33,35,-2,IND,IND,Away,-2,-3.5,FALSE,46.5,Nissan Stadium,FALSE,77,4,,
11390,9/28/2015,2015,3,FALSE,GB,38,28,10,KC,GB,Home,-10,-5.5,TRUE,47.5,Lambeau Field,FALSE,62,3,,
11391,10/1/2015,2015,4,FALSE,PIT,20,23,-3,BAL,BAL,Away,-3,-3,FALSE,44,Heinz Field,FALSE,54,7,,
11392,10/4/2015,2015,4,FALSE,ARI,22,24,-2,LAR,ARI,Home,2,-7,FALSE,43.5,University of Phoenix Stadium,FALSE,72,0,,indoor
11393,10/4/2015,2015,4,FALSE,ATL,48,21,27,HOU,ATL,Home,-27,-4.5,TRUE,47.5,Georgia Dome,FALSE,72,0,,indoor
11394,10/4/2015,2015,4,FALSE,BUF,10,24,-14,NYG,BUF,Home,14,-6,FALSE,46.5,Ralph Wilson Stadium,FALSE,60,4,,
11395,10/4/2015,2015,4,FALSE,CHI,22,20,2,LVR,LVR,Away,2,-3,FALSE,44.5,Soldier Field,FALSE,56,8,,
11396,10/4/2015,2015,4,FALSE,CIN,36,21,15,KC,CIN,Home,-15,-3.5,TRUE,45,Paul Brown Stadium,FALSE,73,8,,
11397,10/4/2015,2015,4,FALSE,DEN,23,20,3,MIN,DEN,Home,-3,-7,FALSE,43.5,Sports Authority Field at Mile High,FALSE,60,5,,
11398,10/4/2015,2015,4,FALSE,IND,16,13,3,JAX,IND,Home,-3,-4,FALSE,43.5,Lucas Oil Stadium,FALSE,72,0,,indoor
11399,10/4/2015,2015,4,FALSE,MIA,14,27,-13,NYJ,NYJ,Away,-13,-2.5,TRUE,42.5,Wembley Stadium,TRUE,62,6,,
11400,10/4/2015,2015,4,FALSE,NO,26,20,6,DAL,NO,Home,-6,-3,TRUE,48.5,Louisiana Superdome,FALSE,72,0,,indoor
11401,10/4/2015,2015,4,FALSE,LAC,30,27,3,CLE,LAC,Home,-3,-5,FALSE,44.5,Qualcomm Stadium,FALSE,68,7,,
11402,10/4/2015,2015,4,FALSE,SF,3,17,-14,GB,GB,Away,-14,-7.5,TRUE,48,Levi's Stadium,FALSE,76,6,,
11403,10/4/2015,2015,4,FALSE,TB,23,37,-14,CAR,CAR,Away,-14,-3,TRUE,40.5,Raymond James Stadium,FALSE,75,7,,
11404,10/4/2015,2015,4,FALSE,WAS,23,20,3,PHI,PHI,Away,3,-3,FALSE,45.5,FedEx Field,FALSE,59,13,,
11405,10/5/2015,2015,4,FALSE,SEA,13,10,3,DET,SEA,Home,-3,-10,FALSE,43,CenturyLink Field,FALSE,61,2,,
11406,10/8/2015,2015,5,FALSE,HOU,20,27,-7,IND,HOU,Home,7,-5,FALSE,41,Reliant Stadium,FALSE,76,2,,retractable (open roof)
11407,10/11/2015,2015,5,FALSE,ATL,25,19,6,WAS,ATL,Home,-6,-7,FALSE,48.5,Georgia Dome,FALSE,72,0,,indoor
11408,10/11/2015,2015,5,FALSE,BAL,30,33,-3,CLE,BAL,Home,3,-6.5,FALSE,43,M&T Bank Stadium,FALSE,68,0,,
11409,10/11/2015,2015,5,FALSE,CIN,27,24,3,SEA,CIN,Home,-3,-3,FALSE,44.5,Paul Brown Stadium,FALSE,72,7,,
11410,10/11/2015,2015,5,FALSE,DAL,6,30,-24,NE,NE,Away,-24,-8.5,TRUE,50.5,Cowboys Stadium,FALSE,72,0,,indoor
11411,10/11/2015,2015,5,FALSE,DET,17,42,-25,ARI,ARI,Away,-25,-4.5,TRUE,46,Ford Field,FALSE,72,0,,indoor
11412,10/11/2015,2015,5,FALSE,GB,24,10,14,LAR,GB,Home,-14,-9,TRUE,46,Lambeau Field,FALSE,73,15,,
11413,10/11/2015,2015,5,FALSE,KC,17,18,-1,CHI,KC,Home,1,-9.5,FALSE,44.5,Arrowhead Stadium,FALSE,80,11,,
11414,10/11/2015,2015,5,FALSE,NYG,30,27,3,SF,NYG,Home,-3,-7.5,FALSE,44,MetLife Stadium,FALSE,57,3,,
11415,10/11/2015,2015,5,FALSE,LVR,10,16,-6,DEN,DEN,Away,-6,-5.5,TRUE,45,Oakland Coliseum,FALSE,76,8,,
11416,10/11/2015,2015,5,FALSE,PHI,39,17,22,NO,PHI,Home,-22,-6.5,TRUE,49.5,Lincoln Financial Field,FALSE,67,4,,
11417,10/11/2015,2015,5,FALSE,TB,38,31,7,JAX,TB,Home,-7,-1,TRUE,41.5,Raymond James Stadium,FALSE,83,9,,
11418,10/11/2015,2015,5,FALSE,TEN,13,14,-1,BUF,BUF,Away,-1,-1,FALSE,43,Nissan Stadium,FALSE,72,2,,
11419,10/12/2015,2015,5,FALSE,LAC,20,24,-4,PIT,LAC,Home,4,-4,FALSE,45.5,Qualcomm Stadium,FALSE,76,5,,
11420,10/15/2015,2015,6,FALSE,NO,31,21,10,ATL,ATL,Away,10,-3,FALSE,52.5,Louisiana Superdome,FALSE,72,0,,indoor
11421,10/18/2015,2015,6,FALSE,BUF,21,34,-13,CIN,CIN,Away,-13,-3,TRUE,42,Ralph Wilson Stadium,FALSE,37,2,,
11422,10/18/2015,2015,6,FALSE,CLE,23,26,-3,DEN,DEN,Away,-3,-3.5,FALSE,42,FirstEnergy Stadium,FALSE,46,11,,
11423,10/18/2015,2015,6,FALSE,DET,37,34,3,CHI,DET,Home,-3,-3.5,FALSE,45.5,Ford Field,FALSE,72,0,,indoor
11424,10/18/2015,2015,6,FALSE,GB,27,20,7,LAC,GB,Home,-7,-10.5,FALSE,50.5,Lambeau Field,FALSE,49,8,,
11425,10/18/2015,2015,6,FALSE,IND,27,34,-7,NE,NE,Away,-7,-9,FALSE,54,Lucas Oil Stadium,FALSE,72,0,,indoor
11426,10/18/2015,2015,6,FALSE,JAX,20,31,-11,HOU,JAX,Home,11,-3,FALSE,43,EverBank Field,FALSE,70,13,,
11427,10/18/2015,2015,6,FALSE,MIN,16,10,6,KC,MIN,Home,-6,-3.5,TRUE,43,TCF Bank Stadium,FALSE,62,15,,
11428,10/18/2015,2015,6,FALSE,NYJ,34,20,14,WAS,NYJ,Home,-14,-7.5,TRUE,40,MetLife Stadium,FALSE,48,10,,
11429,10/18/2015,2015,6,FALSE,PIT,25,13,12,ARI,ARI,Away,12,-5.5,FALSE,45,Heinz Field,FALSE,42,8,,
11430,10/18/2015,2015,6,FALSE,SF,25,20,5,BAL,BAL,Away,5,-2.5,FALSE,43.5,Levi's Stadium,FALSE,68,10,,
11431,10/18/2015,2015,6,FALSE,SEA,23,27,-4,CAR,SEA,Home,4,-7,FALSE,41,CenturyLink Field,FALSE,59,4,,
11432,10/18/2015,2015,6,FALSE,TEN,10,38,-28,MIA,TEN,Home,28,-2.5,FALSE,43.5,Nissan Stadium,FALSE,60,6,,
11433,10/19/2015,2015,6,FALSE,PHI,27,7,20,NYG,PHI,Home,-20,-3.5,TRUE,50.5,Lincoln Financial Field,FALSE,44,6,,
11434,10/22/2015,2015,7,FALSE,SF,3,20,-17,SEA,SEA,Away,-17,-6.5,TRUE,42,Levi's Stadium,FALSE,66,3,,
11435,10/25/2015,2015,7,FALSE,CAR,27,16,11,PHI,CAR,Home,-11,-2.5,TRUE,46,Bank of America Stadium,FALSE,64,0,,
11436,10/25/2015,2015,7,FALSE,DET,19,28,-9,MIN,DET,Home,9,-1,FALSE,45,Ford Field,FALSE,72,0,,indoor
11437,10/25/2015,2015,7,FALSE,IND,21,27,-6,NO,IND,Home,6,-5,FALSE,53,Lucas Oil Stadium,FALSE,72,0,,indoor
11438,10/25/2015,2015,7,FALSE,JAX,34,31,3,BUF,BUF,Away,3,-3.5,FALSE,41.5,Wembley Stadium,TRUE,51,3,,
11439,10/25/2015,2015,7,FALSE,KC,23,13,10,PIT,KC,Home,-10,-3.5,TRUE,41.5,Arrowhead Stadium,FALSE,64,6,,
11440,10/25/2015,2015,7,FALSE,MIA,44,26,18,HOU,MIA,Home,-18,-4.5,TRUE,45.5,Sun Life Stadium,FALSE,82,11,,
11441,10/25/2015,2015,7,FALSE,NE,30,23,7,NYJ,NE,Home,-7,-7,FALSE,47.5,Gillette Stadium,FALSE,58,6,,
11442,10/25/2015,2015,7,FALSE,NYG,27,20,7,DAL,NYG,Home,-7,-3,TRUE,44.5,MetLife Stadium,FALSE,59,10,,
11443,10/25/2015,2015,7,FALSE,LAC,29,37,-8,LVR,LAC,Home,8,-3.5,FALSE,48.5,Qualcomm Stadium,FALSE,77,5,,
11444,10/25/2015,2015,7,FALSE,LAR,24,6,18,CLE,LAR,Home,-18,-6,TRUE,44,Edward Jones Dome,FALSE,72,0,,indoor
11445,10/25/2015,2015,7,FALSE,TEN,7,10,-3,ATL,ATL,Away,-3,-6,FALSE,45.5,Nissan Stadium,FALSE,61,8,,
11446,10/25/2015,2015,7,FALSE,WAS,31,30,1,TB,WAS,Home,-1,-3,FALSE,41.5,FedEx Field,FALSE,70,8,,
11447,10/26/2015,2015,7,FALSE,ARI,26,18,8,BAL,ARI,Home,-8,-10,FALSE,49.5,University of Phoenix Stadium,FALSE,72,0,,indoor
11448,10/29/2015,2015,8,FALSE,NE,36,7,29,MIA,NE,Home,-29,-8,TRUE,51.5,Gillette Stadium,FALSE,53,9,,
11449,11/1/2015,2015,8,FALSE,ATL,20,23,-3,TB,ATL,Home,3,-8,FALSE,47.5,Georgia Dome,FALSE,72,0,,indoor
11450,11/1/2015,2015,8,FALSE,BAL,29,26,3,LAC,BAL,Home,-3,-4.5,FALSE,50.5,M&T Bank Stadium,FALSE,65,6,,
11451,11/1/2015,2015,8,FALSE,CHI,20,23,-3,MIN,MIN,Away,-3,-1.5,TRUE,44,Soldier Field,FALSE,61,7,,
11452,11/1/2015,2015,8,FALSE,CLE,20,34,-14,ARI,ARI,Away,-14,-7,TRUE,46,FirstEnergy Stadium,FALSE,63,17,,
11453,11/1/2015,2015,8,FALSE,DAL,12,13,-1,SEA,SEA,Away,-1,-5,FALSE,41.5,Cowboys Stadium,FALSE,63,0,,retractable (open roof)
11454,11/1/2015,2015,8,FALSE,DEN,29,10,19,GB,GB,Away,19,-2.5,FALSE,45.5,Sports Authority Field at Mile High,FALSE,52,4,,
11455,11/1/2015,2015,8,FALSE,HOU,20,6,14,TEN,HOU,Home,-14,-3.5,TRUE,43,Reliant Stadium,FALSE,68,4,,retractable (open roof)
11456,11/1/2015,2015,8,FALSE,KC,45,10,35,DET,DET,Away,35,-3,FALSE,45,Wembley Stadium,TRUE,57,3,,
11457,11/1/2015,2015,8,FALSE,NO,52,49,3,NYG,NO,Home,-3,-3,FALSE,52,Louisiana Superdome,FALSE,72,0,,indoor
11458,11/1/2015,2015,8,FALSE,LVR,34,20,14,NYJ,NYJ,Away,14,-3,FALSE,44,Oakland Coliseum,FALSE,68,8,,
11459,11/1/2015,2015,8,FALSE,PIT,10,16,-6,CIN,PICK,?,FALSE,0,FALSE,49.5,Heinz Field,FALSE,63,9,,
11460,11/1/2015,2015,8,FALSE,LAR,27,6,21,SF,LAR,Home,-21,-8,TRUE,41,Edward Jones Dome,FALSE,72,0,,indoor
11461,11/2/2015,2015,8,FALSE,CAR,29,26,3,IND,CAR,Home,-3,-5.5,FALSE,45.5,Bank of America Stadium,FALSE,62,5,,rain
11462,11/5/2015,2015,9,FALSE,CIN,31,10,21,CLE,CIN,Home,-21,-13,TRUE,46,Paul Brown Stadium,FALSE,65,5,,
11463,11/8/2015,2015,9,FALSE,BUF,33,17,16,MIA,BUF,Home,-16,-4,TRUE,44,Ralph Wilson Stadium,FALSE,47,6,,
11464,11/8/2015,2015,9,FALSE,CAR,37,29,8,GB,GB,Away,8,-2.5,FALSE,46,Bank of America Stadium,FALSE,53,7,,
11465,11/8/2015,2015,9,FALSE,DAL,27,33,-6,PHI,PHI,Away,-6,-3,TRUE,44,Cowboys Stadium,FALSE,53,2,,retractable (open roof)
11466,11/8/2015,2015,9,FALSE,IND,27,24,3,DEN,DEN,Away,3,-3.5,FALSE,45.5,Lucas Oil Stadium,FALSE,72,0,,indoor
11467,11/8/2015,2015,9,FALSE,MIN,21,18,3,LAR,MIN,Home,-3,-1,TRUE,40,TCF Bank Stadium,FALSE,57,14,,
11468,11/8/2015,2015,9,FALSE,NE,27,10,17,WAS,NE,Home,-17,-13.5,TRUE,51.5,Gillette Stadium,FALSE,54,8,,
11469,11/8/2015,2015,9,FALSE,NO,28,34,-6,TEN,NO,Home,6,-6.5,FALSE,50,Louisiana Superdome,FALSE,72,0,,indoor
11470,11/8/2015,2015,9,FALSE,NYJ,28,23,5,JAX,NYJ,Home,-5,-8,FALSE,42.5,MetLife Stadium,FALSE,57,7,,
11471,11/8/2015,2015,9,FALSE,PIT,38,35,3,LVR,PIT,Home,-3,-6,FALSE,48,Heinz Field,FALSE,51,0,,
11472,11/8/2015,2015,9,FALSE,SF,17,16,1,ATL,ATL,Away,1,-8.5,FALSE,43.5,Levi's Stadium,FALSE,58,2,,
11473,11/8/2015,2015,9,FALSE,TB,18,32,-14,NYG,NYG,Away,-14,-2,TRUE,49,Raymond James Stadium,FALSE,77,1,,
11474,11/9/2015,2015,9,FALSE,LAC,19,22,-3,CHI,LAC,Home,3,-3.5,FALSE,49.5,Qualcomm Stadium,FALSE,61,7,,
11475,11/12/2015,2015,10,FALSE,NYJ,17,22,-5,BUF,NYJ,Home,5,-2.5,FALSE,42,MetLife Stadium,FALSE,56,9,,
11476,11/15/2015,2015,10,FALSE,BAL,20,22,-2,JAX,BAL,Home,2,-5,FALSE,47,M&T Bank Stadium,FALSE,63,5,,
11477,11/15/2015,2015,10,FALSE,DEN,13,29,-16,KC,DEN,Home,16,-3.5,FALSE,42,Sports Authority Field at Mile High,FALSE,59,1,,
11478,11/15/2015,2015,10,FALSE,GB,16,18,-2,DET,GB,Home,2,-10.5,FALSE,50,Lambeau Field,FALSE,57,6,,
11479,11/15/2015,2015,10,FALSE,NYG,26,27,-1,NE,NE,Away,-1,-7,FALSE,52.5,MetLife Stadium,FALSE,54,5,,
11480,11/15/2015,2015,10,FALSE,LVR,14,30,-16,MIN,LVR,Home,16,-3,FALSE,44,Oakland Coliseum,FALSE,57,15,,
11481,11/15/2015,2015,10,FALSE,PHI,19,20,-1,MIA,PHI,Home,1,-6,FALSE,49.5,Lincoln Financial Field,FALSE,59,9,,
11482,11/15/2015,2015,10,FALSE,PIT,30,9,21,CLE,PIT,Home,-21,-7,TRUE,43,Heinz Field,FALSE,60,6,,
11483,11/15/2015,2015,10,FALSE,SEA,32,39,-7,ARI,SEA,Home,7,-3,FALSE,43.5,CenturyLink Field,FALSE,42,1,,
11484,11/15/2015,2015,10,FALSE,LAR,13,37,-24,CHI,LAR,Home,24,-7,FALSE,42.5,Edward Jones Dome,FALSE,72,0,,indoor
11485,11/15/2015,2015,10,FALSE,TB,10,6,4,DAL,DAL,Away,4,-1,FALSE,43.5,Raymond James Stadium,FALSE,77,9,,
11486,11/15/2015,2015,10,FALSE,TEN,10,27,-17,CAR,CAR,Away,-17,-3.5,TRUE,43,Nissan Stadium,FALSE,60,3,,
11487,11/15/2015,2015,10,FALSE,WAS,47,14,33,NO,NO,Away,33,-1,FALSE,52,FedEx Field,FALSE,62,7,,
11488,11/16/2015,2015,10,FALSE,CIN,6,10,-4,HOU,CIN,Home,4,-10,FALSE,46.5,Paul Brown Stadium,FALSE,49,2,,
11489,11/19/2015,2015,11,FALSE,JAX,19,13,6,TEN,JAX,Home,-6,-3,TRUE,41.5,EverBank Field,FALSE,71,2,,
11490,11/22/2015,2015,11,FALSE,ARI,34,31,3,CIN,ARI,Home,-3,-4,FALSE,48,University of Phoenix Stadium,FALSE,72,0,,indoor
11491,11/22/2015,2015,11,FALSE,ATL,21,24,-3,IND,ATL,Home,3,-3.5,FALSE,47.5,Georgia Dome,FALSE,72,0,,indoor
11492,11/22/2015,2015,11,FALSE,BAL,16,13,3,LAR,BAL,Home,-3,-3,FALSE,41.5,M&T Bank Stadium,FALSE,47,10,,
11493,11/22/2015,2015,11,FALSE,CAR,44,16,28,WAS,CAR,Home,-28,-7,TRUE,44.5,Bank of America Stadium,FALSE,52,8,,
11494,11/22/2015,2015,11,FALSE,CHI,15,17,-2,DEN,DEN,Away,-2,-2,FALSE,41.5,Soldier Field,FALSE,29,6,,
11495,11/22/2015,2015,11,FALSE,DET,18,13,5,LVR,LVR,Away,5,-1.5,FALSE,50,Ford Field,FALSE,72,0,,indoor
11496,11/22/2015,2015,11,FALSE,HOU,24,17,7,NYJ,NYJ,Away,7,-4,FALSE,40,Reliant Stadium,FALSE,52,5,,retractable (open roof)
11497,11/22/2015,2015,11,FALSE,MIA,14,24,-10,DAL,DAL,Away,-10,-2,TRUE,45,Sun Life Stadium,FALSE,75,10,,
11498,11/22/2015,2015,11,FALSE,MIN,13,30,-17,GB,PICK,?,FALSE,0,FALSE,45,TCF Bank Stadium,FALSE,32,7,,
11499,11/22/2015,2015,11,FALSE,PHI,17,45,-28,TB,PHI,Home,28,-6.5,FALSE,45.5,Lincoln Financial Field,FALSE,48,10,,
11500,11/22/2015,2015,11,FALSE,LAC,3,33,-30,KC,KC,Away,-30,-3,TRUE,45.5,Qualcomm Stadium,FALSE,78,4,,
11501,11/22/2015,2015,11,FALSE,SEA,29,13,16,SF,SEA,Home,-16,-14,TRUE,40,CenturyLink Field,FALSE,48,3,,
11502,11/23/2015,2015,11,FALSE,NE,20,13,7,BUF,NE,Home,-7,-7,FALSE,47.5,Gillette Stadium,FALSE,28,5,,
11503,11/26/2015,2015,12,FALSE,DAL,14,33,-19,CAR,CAR,Away,-19,-1,TRUE,44.5,Cowboys Stadium,FALSE,68,11,,retractable (open roof)
11504,11/26/2015,2015,12,FALSE,DET,45,14,31,PHI,DET,Home,-31,-3,TRUE,47,Ford Field,FALSE,72,0,,indoor
11505,11/26/2015,2015,12,FALSE,GB,13,17,-4,CHI,GB,Home,4,-8,FALSE,45,Lambeau Field,FALSE,35,10,,rain
11506,11/29/2015,2015,12,FALSE,ATL,10,20,-10,MIN,ATL,Home,10,-2,FALSE,45,Georgia Dome,FALSE,72,0,,indoor
11507,11/29/2015,2015,12,FALSE,CIN,31,7,24,LAR,CIN,Home,-24,-9.5,TRUE,42,Paul Brown Stadium,FALSE,45,6,,
11508,11/29/2015,2015,12,FALSE,DEN,30,24,6,NE,NE,Away,6,-2.5,FALSE,43,Sports Authority Field at Mile High,FALSE,21,0,,snow
11509,11/29/2015,2015,12,FALSE,HOU,24,6,18,NO,HOU,Home,-18,-3.5,TRUE,51,Reliant Stadium,FALSE,55,8,,retractable (open roof)
11510,11/29/2015,2015,12,FALSE,IND,25,12,13,TB,IND,Home,-13,-3,TRUE,46.5,Lucas Oil Stadium,FALSE,72,0,,indoor
11511,11/29/2015,2015,12,FALSE,JAX,25,31,-6,LAC,JAX,Home,6,-5,FALSE,47,EverBank Field,FALSE,75,6,,
11512,11/29/2015,2015,12,FALSE,KC,30,22,8,BUF,KC,Home,-8,-4.5,TRUE,41,Arrowhead Stadium,FALSE,34,5,,rain
11513,11/29/2015,2015,12,FALSE,NYJ,38,20,18,MIA,NYJ,Home,-18,-4.5,TRUE,43.5,MetLife Stadium,FALSE,48,5,,
11514,11/29/2015,2015,12,FALSE,SF,13,19,-6,ARI,ARI,Away,-6,-8.5,FALSE,45,Levi's Stadium,FALSE,57,2,,
11515,11/29/2015,2015,12,FALSE,SEA,39,30,9,PIT,SEA,Home,-9,-3,TRUE,46.5,CenturyLink Field,FALSE,37,2,,
11516,11/29/2015,2015,12,FALSE,TEN,21,24,-3,LVR,LVR,Away,-3,-1,TRUE,45,Nissan Stadium,FALSE,57,2,,
11517,11/29/2015,2015,12,FALSE,WAS,20,14,6,NYG,NYG,Away,6,-1.5,FALSE,48,FedEx Field,FALSE,46,5,,
11518,11/30/2015,2015,12,FALSE,CLE,27,33,-6,BAL,CLE,Home,6,-6,FALSE,41,FirstEnergy Stadium,FALSE,42,8,,
11519,12/3/2015,2015,13,FALSE,DET,23,27,-4,GB,GB,Away,-4,-2.5,TRUE,46.5,Ford Field,FALSE,72,0,,indoor
