,schedule_date,schedule_season,team_home,score_home,score_away,team_away,team_favorite_id,game_winner,home_team_won,spread_favorite,over_under_line,stadium,stadium_type,weather_temperature(°F),weather_wind_mph,weather_humidity(%)
1262,12/10/2017,2017,BUF,13,7,IND,BUF,BUF,1,-3.5,36.5,New Era Field,Outdoor,32.0,15.0,
1263,12/10/2017,2017,CAR,31,24,MIN,MIN,CAR,1,-2.5,40.5,Bank of America Stadium,Outdoor,41.0,5.0,
1264,12/10/2017,2017,CIN,7,33,CHI,CIN,CHI,0,-6.0,40.5,Paul Brown Stadium,Outdoor,31.0,11.0,
1265,12/10/2017,2017,CLE,21,27,GB,GB,GB,0,-2.5,38.5,FirstEnergy Stadium,Outdoor,29.0,24.0,
1266,12/10/2017,2017,DEN,23,0,NYJ,NYJ,DEN,1,-1.0,40.5,Sports Authority Field at Mile High,Outdoor,60.0,3.0,
1267,12/10/2017,2017,HOU,16,26,SF,HOU,SF,0,-1.0,45.5,NRG Stadium,Indoor,72.0,0.0,
1268,12/10/2017,2017,JAX,30,24,SEA,JAX,JAX,1,-3.0,40.0,EverBank Field,Outdoor,46.0,2.0,
1269,12/10/2017,2017,KC,26,15,LVR,KC,KC,1,-4.5,48.5,Arrowhead Stadium,Outdoor,46.0,13.0,
1270,12/10/2017,2017,LAC,30,13,WAS,LAC,LAC,1,-6.0,46.5,StubHub Center,Outdoor,81.0,4.0,
1271,12/10/2017,2017,LAR,35,43,PHI,LAR,PHI,0,-1.0,47.5,Los Angeles Memorial Coliseum,Outdoor,83.0,0.0,
1272,12/10/2017,2017,NYG,10,30,DAL,DAL,DAL,0,-4.0,42.0,MetLife Stadium,Outdoor,39.0,11.0,
1273,12/10/2017,2017,PIT,39,38,BAL,PIT,PIT,1,-6.0,43.0,Heinz Field,Outdoor,33.0,12.0,
1274,12/10/2017,2017,TB,21,24,DET,PICK,DET,0,0.0,47.5,Raymond James Stadium,Outdoor,55.0,9.0,
1275,12/11/2017,2017,MIA,27,20,NE,NE,MIA,1,-10.5,48.0,Hard Rock Stadium,Outdoor,55.0,7.0,
1276,12/14/2017,2017,IND,13,25,DEN,DEN,DEN,0,-3.0,40.5,Lucas Oil Stadium,Indoor,72.0,0.0,
1277,12/16/2017,2017,DET,20,10,CHI,DET,DET,1,-5.0,43.5,Ford Field,Indoor,72.0,0.0,
1278,12/16/2017,2017,KC,30,13,LAC,LAC,KC,1,-1.0,47.0,Arrowhead Stadium,Outdoor,53.0,9.0,
1279,12/17/2017,2017,BUF,24,16,MIA,BUF,BUF,1,-3.5,39.5,New Era Field,Outdoor,22.0,8.0,
1280,12/17/2017,2017,CAR,31,24,GB,CAR,CAR,1,-3.0,46.5,Bank of America Stadium,Outdoor,51.0,5.0,
1281,12/17/2017,2017,CLE,10,27,BAL,BAL,BAL,0,-6.5,42.0,FirstEnergy Stadium,Outdoor,36.0,0.0,
1282,12/17/2017,2017,JAX,45,7,HOU,JAX,JAX,1,-10.5,39.0,EverBank Field,Outdoor,72.0,5.0,
1283,12/17/2017,2017,MIN,34,7,CIN,MIN,MIN,1,-12.5,42.5,U.S. Bank Stadium,Indoor,72.0,0.0,
1284,12/17/2017,2017,NO,31,19,NYJ,NO,NO,1,-16.5,47.0,Mercedes-Benz Superdome,Indoor,72.0,0.0,
1285,12/17/2017,2017,NYG,29,34,PHI,PHI,PHI,0,-7.5,40.0,MetLife Stadium,Outdoor,35.0,0.0,
1286,12/17/2017,2017,LVR,17,20,DAL,DAL,DAL,0,-3.0,46.0,Oakland Coliseum,Outdoor,57.0,4.0,
1287,12/17/2017,2017,PIT,24,27,NE,NE,NE,0,-2.5,52.5,Heinz Field,Outdoor,42.0,4.0,
1288,12/17/2017,2017,SF,25,23,TEN,SF,SF,1,-2.5,44.5,Levi's Stadium,Outdoor,65.0,17.0,
1289,12/17/2017,2017,SEA,7,42,LAR,LAR,LAR,0,-1.0,47.5,CenturyLink Field,Outdoor,47.0,15.0,
1290,12/17/2017,2017,WAS,20,15,ARI,WAS,WAS,1,-4.0,40.0,FedEx Field,Outdoor,50.0,1.0,
1291,12/18/2017,2017,TB,21,24,ATL,ATL,ATL,0,-7.0,49.5,Raymond James Stadium,Outdoor,71.0,2.0,
1292,12/23/2017,2017,BAL,23,16,IND,BAL,BAL,1,-13.5,41.0,M&T Bank Stadium,Outdoor,63.0,14.0,
1293,12/23/2017,2017,GB,0,16,MIN,MIN,MIN,0,-8.5,41.0,Lambeau Field,Outdoor,10.0,6.0,
1294,12/24/2017,2017,ARI,23,0,NYG,ARI,ARI,1,-3.0,39.0,University of Phoenix Stadium,Indoor,72.0,0.0,
1295,12/24/2017,2017,CAR,22,19,TB,CAR,CAR,1,-10.0,46.5,Bank of America Stadium,Outdoor,55.0,6.0,
1296,12/24/2017,2017,CHI,20,3,CLE,CHI,CHI,1,-5.5,37.0,Soldier Field,Outdoor,24.0,8.0,
1297,12/24/2017,2017,CIN,26,17,DET,DET,CIN,1,-3.5,43.5,Paul Brown Stadium,Outdoor,35.0,2.0,
1298,12/24/2017,2017,DAL,12,21,SEA,DAL,SEA,0,-4.5,47.0,AT&T Stadium,Indoor,72.0,0.0,
1299,12/24/2017,2017,KC,29,13,MIA,KC,KC,1,-11.0,43.5,Arrowhead Stadium,Outdoor,23.0,15.0,
1300,12/24/2017,2017,NE,37,16,BUF,NE,NE,1,-11.0,47.5,Gillette Stadium,Outdoor,35.0,7.0,
1301,12/24/2017,2017,NO,23,13,ATL,NO,NO,1,-5.5,52.0,Mercedes-Benz Superdome,Indoor,72.0,0.0,
1302,12/24/2017,2017,NYJ,7,14,LAC,LAC,LAC,0,-7.5,42.5,MetLife Stadium,Outdoor,40.0,6.0,
1303,12/24/2017,2017,SF,44,33,JAX,JAX,SF,1,-4.0,43.0,Levi's Stadium,Outdoor,52.0,0.0,
1304,12/24/2017,2017,TEN,23,27,LAR,LAR,LAR,0,-5.5,46.0,LP Stadium,Outdoor,39.0,11.0,
1305,12/24/2017,2017,WAS,27,11,DEN,WAS,WAS,1,-3.0,39.5,FedEx Field,Outdoor,43.0,7.0,
1306,12/25/2017,2017,HOU,6,34,PIT,PIT,PIT,0,-8.0,45.5,NRG Stadium,Indoor,72.0,0.0,
1307,12/25/2017,2017,PHI,19,10,LVR,PHI,PHI,1,-10.0,46.0,Lincoln Financial Field,Outdoor,29.0,15.0,
1308,12/31/2017,2017,ATL,22,10,CAR,ATL,ATL,1,-5.0,44.5,Georgia Dome,Indoor,72.0,0.0,
1309,12/31/2017,2017,BAL,27,31,CIN,BAL,CIN,0,-8.0,40.0,M&T Bank Stadium,Outdoor,19.0,12.0,
1310,12/31/2017,2017,DEN,24,27,KC,DEN,KC,0,-3.0,37.5,Sports Authority Field at Mile High,Outdoor,17.0,4.0,
1311,12/31/2017,2017,DET,35,11,GB,DET,DET,1,-7.5,44.5,Ford Field,Indoor,72.0,0.0,
1312,12/31/2017,2017,IND,22,13,HOU,IND,IND,1,-5.5,41.5,Lucas Oil Stadium,Indoor,72.0,0.0,
1313,12/31/2017,2017,LAC,30,10,LVR,LAC,LAC,1,-7.0,43.0,StubHub Center,Outdoor,62.0,2.0,
1314,12/31/2017,2017,LAR,13,34,SF,SF,SF,0,-6.0,44.5,Los Angeles Memorial Coliseum,Outdoor,67.0,3.0,
1315,12/31/2017,2017,MIA,16,22,BUF,BUF,BUF,0,-2.5,41.5,Hard Rock Stadium,Outdoor,71.0,9.0,
1316,12/31/2017,2017,MIN,23,10,CHI,MIN,MIN,1,-13.5,38.5,U.S. Bank Stadium,Indoor,72.0,0.0,
1317,12/31/2017,2017,NE,26,6,NYJ,NE,NE,1,-17.0,43.5,Gillette Stadium,Outdoor,13.0,14.0,
1318,12/31/2017,2017,NYG,18,10,WAS,WAS,NYG,1,-4.5,41.0,MetLife Stadium,Outdoor,16.0,16.0,
1319,12/31/2017,2017,PHI,0,6,DAL,DAL,DAL,0,-3.5,41.0,Lincoln Financial Field,Outdoor,19.0,17.0,
1320,12/31/2017,2017,PIT,28,24,CLE,PIT,PIT,1,-5.0,38.5,Heinz Field,Outdoor,11.0,3.0,
1321,12/31/2017,2017,SEA,24,26,ARI,SEA,ARI,0,-8.0,38.0,CenturyLink Field,Outdoor,40.0,7.0,
1322,12/31/2017,2017,TB,31,24,NO,NO,TB,1,-6.0,49.0,Raymond James Stadium,Outdoor,71.0,3.0,
1323,12/31/2017,2017,TEN,15,10,JAX,TEN,TEN,1,-2.5,40.0,LP Stadium,Outdoor,23.0,5.0,
1324,1/6/2018,2017,KC,21,22,TEN,KC,TEN,0,-8.5,44.0,Arrowhead Stadium,Outdoor,33.0,10.0,
1325,1/6/2018,2017,LAR,13,26,ATL,LAR,ATL,0,-6.5,48.0,Los Angeles Memorial Coliseum,Outdoor,62.0,3.0,
1326,1/7/2018,2017,JAX,10,3,BUF,JAX,JAX,1,-8.0,39.5,EverBank Field,Outdoor,53.0,18.0,
1327,1/7/2018,2017,NO,31,26,CAR,NO,NO,1,-6.5,47.5,Mercedes-Benz Superdome,Indoor,72.0,0.0,
1328,1/13/2018,2017,NE,35,14,TEN,NE,NE,1,-13.5,48.5,Gillette Stadium,Outdoor,24.0,12.0,
1329,1/13/2018,2017,PHI,15,10,ATL,ATL,PHI,1,-2.5,40.0,Lincoln Financial Field,Outdoor,32.0,16.0,
1330,1/14/2018,2017,MIN,29,24,NO,MIN,MIN,1,-5.5,46.5,U.S. Bank Stadium,Indoor,72.0,0.0,
1331,1/14/2018,2017,PIT,42,45,JAX,PIT,JAX,0,-7.0,40.5,Heinz Field,Outdoor,18.0,2.0,
1332,1/21/2018,2017,NE,24,20,JAX,NE,NE,1,-7.5,46.0,Gillette Stadium,Outdoor,48.0,2.0,
1333,1/21/2018,2017,PHI,38,7,MIN,MIN,PHI,1,-3.0,39.0,Lincoln Financial Field,Outdoor,46.0,1.0,
1334,2/4/2018,2017,NE,33,41,PHI,NE,PHI,0,-4.5,48.5,U.S. Bank Stadium,Indoor,72.0,0.0,
1335,9/6/2018,2018,PHI,18,12,ATL,PHI,PHI,1,-1.0,44.5,Lincoln Financial Field,Outdoor,81.0,8.0,
1336,9/9/2018,2018,ARI,6,24,WAS,ARI,WAS,0,-2.0,43.5,University of Phoenix Stadium,Indoor,72.0,0.0,
1337,9/9/2018,2018,BAL,47,3,BUF,BAL,BAL,1,-7.5,39.0,M&T Bank Stadium,Outdoor,61.0,12.0,
1338,9/9/2018,2018,CAR,16,8,DAL,CAR,CAR,1,-2.5,42.5,Bank of America Stadium,Outdoor,81.0,9.0,
1339,9/9/2018,2018,CLE,21,21,PIT,PIT,PIT,0,-3.5,41.0,FirstEnergy Stadium,Outdoor,58.0,11.0,
1340,9/9/2018,2018,DEN,27,24,SEA,DEN,DEN,1,-3.0,42.5,Sports Authority Field at Mile High,Outdoor,84.0,5.0,
1341,9/9/2018,2018,GB,24,23,CHI,GB,GB,1,-6.5,45.0,Lambeau Field,Outdoor,62.0,10.0,
1342,9/9/2018,2018,IND,23,34,CIN,CIN,CIN,0,-1.0,47.5,Lucas Oil Stadium,Indoor,72.0,0.0,
1343,9/9/2018,2018,LAC,28,38,KC,LAC,KC,0,-3.5,48.0,StubHub Center,Outdoor,84.0,8.0,
1344,9/9/2018,2018,MIA,27,20,TEN,TEN,MIA,1,-1.0,43.5,Hard Rock Stadium,Outdoor,89.0,7.0,
1345,9/9/2018,2018,MIN,24,16,SF,MIN,MIN,1,-6.0,46.5,U.S. Bank Stadium,Indoor,72.0,0.0,
1346,9/9/2018,2018,NE,27,20,HOU,NE,NE,1,-6.0,49.5,Gillette Stadium,Outdoor,62.0,10.0,
1347,9/9/2018,2018,NO,40,48,TB,NO,TB,0,-10.0,50.0,Mercedes-Benz Superdome,Indoor,72.0,0.0,
1348,9/9/2018,2018,NYG,15,20,JAX,JAX,JAX,0,-2.5,43.0,MetLife Stadium,Outdoor,59.0,7.0,
1349,9/10/2018,2018,DET,17,48,NYJ,DET,NYJ,0,-7.0,44.0,Ford Field,Indoor,72.0,0.0,
1350,9/10/2018,2018,LVR,13,33,LAR,LAR,LAR,0,-6.5,47.5,Oakland Coliseum,Outdoor,69.0,10.0,
1351,9/13/2018,2018,CIN,34,23,BAL,CIN,CIN,1,-1.0,43.0,Paul Brown Stadium,Outdoor,82.0,3.0,
1352,9/16/2018,2018,ATL,31,24,CAR,ATL,ATL,1,-5.5,44.0,Mercedes-Benz Stadium,Indoor,72.0,0.0,
1353,9/16/2018,2018,BUF,20,31,LAC,LAC,LAC,0,-7.5,41.5,New Era Field,Outdoor,83.0,6.0,
1354,9/16/2018,2018,DAL,20,13,NYG,DAL,DAL,1,-3.0,42.0,AT&T Stadium,Indoor,72.0,0.0,
1355,9/16/2018,2018,DEN,20,19,LVR,DEN,DEN,1,-5.5,44.0,Sports Authority Field at Mile High,Outdoor,92.0,4.0,
1356,9/16/2018,2018,GB,29,29,MIN,MIN,MIN,0,-2.0,45.0,Lambeau Field,Outdoor,80.0,5.0,
1357,9/16/2018,2018,JAX,31,20,NE,NE,JAX,1,-2.0,44.5,EverBank Field,Outdoor,97.0,15.0,
1358,9/16/2018,2018,LAR,34,0,ARI,LAR,LAR,1,-13.5,43.5,Los Angeles Memorial Coliseum,Outdoor,86.0,2.0,
1359,9/16/2018,2018,NO,21,18,CLE,NO,NO,1,-10.0,51.0,Mercedes-Benz Superdome,Indoor,72.0,0.0,
1360,9/16/2018,2018,NYJ,12,20,MIA,NYJ,MIA,0,-3.0,43.0,MetLife Stadium,Outdoor,80.0,4.0,
1361,9/16/2018,2018,PIT,37,42,KC,PIT,KC,0,-4.5,52.0,Heinz Field,Outdoor,80.0,10.0,
1362,9/16/2018,2018,SF,30,27,DET,SF,SF,1,-6.0,48.5,Levi's Stadium,Outdoor,73.0,12.0,
1363,9/16/2018,2018,TB,27,21,PHI,PHI,TB,1,-3.0,46.5,Raymond James Stadium,Outdoor,91.0,9.0,
1364,9/16/2018,2018,TEN,20,17,HOU,HOU,TEN,1,-3.5,41.0,Nissan Stadium,Outdoor,81.0,12.0,
1365,9/16/2018,2018,WAS,9,21,IND,WAS,IND,0,-6.0,48.0,FedEx Field,Outdoor,71.0,5.0,
1366,9/17/2018,2018,CHI,24,17,SEA,CHI,CHI,1,-4.5,42.5,Soldier Field,Outdoor,79.0,2.0,
1367,9/20/2018,2018,CLE,21,17,NYJ,CLE,CLE,1,-3.0,41.0,FirstEnergy Stadium,Outdoor,83.0,11.0,
1368,9/23/2018,2018,ARI,14,16,CHI,CHI,CHI,0,-5.5,39.0,University of Phoenix Stadium,Indoor,72.0,0.0,
1369,9/23/2018,2018,ATL,37,43,NO,ATL,NO,0,-1.5,54.0,Mercedes-Benz Stadium,Indoor,72.0,0.0,
1370,9/23/2018,2018,BAL,27,14,DEN,BAL,BAL,1,-5.5,46.0,M&T Bank Stadium,Outdoor,61.0,5.0,
1371,9/23/2018,2018,CAR,31,21,CIN,CAR,CAR,1,-2.5,44.0,Bank of America Stadium,Outdoor,80.0,3.0,
1372,9/23/2018,2018,DET,26,10,NE,NE,DET,1,-7.0,55.0,Ford Field,Indoor,72.0,0.0,
1373,9/23/2018,2018,HOU,22,27,NYG,HOU,NYG,0,-6.5,44.0,NRG Stadium,Indoor,72.0,0.0,
1374,9/23/2018,2018,JAX,6,9,TEN,JAX,TEN,0,-10.0,39.0,TIAA Bank Field,Outdoor,89.0,10.0,
1375,9/23/2018,2018,KC,38,27,SF,KC,KC,1,-5.5,53.0,Arrowhead Stadium,Outdoor,70.0,4.0,
1376,9/23/2018,2018,LAR,35,23,LAC,LAR,LAR,1,-7.5,49.0,Los Angeles Memorial Coliseum,Outdoor,80.0,5.0,
1377,9/23/2018,2018,MIA,28,20,LVR,MIA,MIA,1,-3.0,46.0,Hard Rock Stadium,Outdoor,90.0,7.0,
1378,9/23/2018,2018,MIN,6,27,BUF,MIN,BUF,0,-16.5,41.0,U.S. Bank Stadium,Indoor,72.0,0.0,
1379,9/23/2018,2018,PHI,20,16,IND,PHI,PHI,1,-6.5,45.5,Lincoln Financial Field,Outdoor,61.0,5.0,
1380,9/23/2018,2018,SEA,24,13,DAL,SEA,SEA,1,-1.0,40.0,CenturyLink Field,Outdoor,61.0,4.0,
1381,9/23/2018,2018,WAS,31,17,GB,GB,WAS,1,-2.5,45.5,FedEx Field,Outdoor,62.0,6.0,
1382,9/24/2018,2018,TB,27,30,PIT,PIT,PIT,0,-1.0,55.0,Raymond James Stadium,Outdoor,77.0,5.0,
1383,9/27/2018,2018,LAR,38,31,MIN,LAR,LAR,1,-7.5,48.5,Los Angeles Memorial Coliseum,Outdoor,75.0,3.0,
1384,9/30/2018,2018,ARI,17,20,SEA,SEA,SEA,0,-3.5,40.0,University of Phoenix Stadium,Indoor,72.0,0.0,
1385,9/30/2018,2018,ATL,36,37,CIN,ATL,CIN,0,-3.5,52.5,Mercedes-Benz Stadium,Indoor,72.0,0.0,
1386,9/30/2018,2018,CHI,48,10,TB,CHI,CHI,1,-3.0,46.0,Soldier Field,Outdoor,66.0,5.0,
1387,9/30/2018,2018,DAL,26,24,DET,DAL,DAL,1,-2.5,43.5,AT&T Stadium,Indoor,72.0,0.0,
1388,9/30/2018,2018,GB,22,0,BUF,GB,GB,1,-8.5,43.5,Lambeau Field,Outdoor,49.0,9.0,
1389,9/30/2018,2018,IND,34,37,HOU,IND,HOU,0,-1.0,48.0,Lucas Oil Stadium,Indoor,72.0,0.0,
1390,9/30/2018,2018,JAX,31,12,NYJ,JAX,JAX,1,-7.5,40.5,TIAA Bank Field,Outdoor,86.0,10.0,
1391,9/30/2018,2018,LAC,29,27,SF,LAC,LAC,1,-10.5,46.0,StubHub Center,Outdoor,78.0,9.0,
1392,9/30/2018,2018,NE,38,7,MIA,NE,NE,1,-6.5,50.5,Gillette Stadium,Outdoor,65.0,6.0,
1393,9/30/2018,2018,NYG,18,33,NO,NO,NO,0,-3.5,51.5,MetLife Stadium,Outdoor,71.0,7.0,
1394,9/30/2018,2018,LVR,45,42,CLE,LVR,LVR,1,-2.5,44.5,Oakland Coliseum,Outdoor,71.0,8.0,
1395,9/30/2018,2018,PIT,14,26,BAL,PIT,BAL,0,-3.0,51.0,Heinz Field,Outdoor,69.0,2.0,
1396,9/30/2018,2018,TEN,26,23,PHI,PHI,TEN,1,-3.0,41.5,Nissan Stadium,Outdoor,80.0,4.0,
1397,10/1/2018,2018,DEN,23,27,KC,KC,KC,0,-3.5,53.5,Sports Authority Field at Mile High,Outdoor,65.0,5.0,
1398,10/4/2018,2018,NE,38,24,IND,NE,NE,1,-10.5,49.5,Gillette Stadium,Outdoor,66.0,6.0,
1399,10/7/2018,2018,BUF,13,12,TEN,TEN,BUF,1,-6.0,38.5,New Era Field,Outdoor,62.0,8.0,
1400,10/7/2018,2018,CAR,33,31,NYG,CAR,CAR,1,-7.0,43.5,Bank of America Stadium,Outdoor,80.0,3.0,
1401,10/7/2018,2018,CIN,27,17,MIA,CIN,CIN,1,-6.5,47.5,Paul Brown Stadium,Outdoor,87.0,4.0,
1402,10/7/2018,2018,CLE,12,9,BAL,BAL,CLE,1,-3.0,44.5,FirstEnergy Stadium,Outdoor,72.0,5.0,
1403,10/7/2018,2018,DET,31,23,GB,GB,DET,1,-1.0,50.0,Ford Field,Indoor,72.0,0.0,
1404,10/7/2018,2018,HOU,19,16,DAL,HOU,HOU,1,-3.5,45.5,NRG Stadium,Indoor,72.0,0.0,
1405,10/7/2018,2018,KC,30,14,JAX,KC,KC,1,-3.0,48.0,Arrowhead Stadium,Outdoor,58.0,5.0,
1406,10/7/2018,2018,LAC,26,10,LVR,LAC,LAC,1,-5.0,52.0,StubHub Center,Outdoor,75.0,10.0,
1407,10/7/2018,2018,NYJ,34,16,DEN,NYJ,NYJ,1,-1.0,43.0,MetLife Stadium,Outdoor,77.0,7.0,
1408,10/7/2018,2018,PHI,21,23,MIN,PHI,MIN,0,-3.5,48.0,Lincoln Financial Field,Outdoor,79.0,6.0,
1409,10/7/2018,2018,PIT,41,17,ATL,PIT,PIT,1,-3.5,57.0,Heinz Field,Outdoor,83.0,5.0,
1410,10/7/2018,2018,SF,18,28,ARI,SF,ARI,0,-3.0,40.5,Levi's Stadium,Outdoor,79.0,15.0,
1411,10/7/2018,2018,SEA,31,33,LAR,LAR,LAR,0,-7.5,50.5,CenturyLink Field,Outdoor,53.0,5.0,
1412,10/8/2018,2018,NO,43,19,WAS,NO,NO,1,-5.5,51.5,Mercedes-Benz Superdome,Indoor,72.0,0.0,
1413,10/11/2018,2018,NYG,13,34,PHI,PHI,PHI,0,-1.5,45.0,MetLife Stadium,Outdoor,70.0,3.0,
1414,10/14/2018,2018,ATL,34,29,TB,ATL,ATL,1,-3.0,57.0,Mercedes-Benz Stadium,Indoor,72.0,0.0,
1415,10/14/2018,2018,CIN,21,28,PIT,CIN,PIT,0,-1.5,49.5,Paul Brown Stadium,Outdoor,51.0,6.0,
1416,10/14/2018,2018,CLE,14,38,LAC,CLE,LAC,0,-1.0,47.0,FirstEnergy Stadium,Outdoor,57.0,12.0,
1417,10/14/2018,2018,DAL,40,7,JAX,JAX,DAL,1,-3.0,39.0,AT&T Stadium,Indoor,72.0,0.0,
1418,10/14/2018,2018,DEN,20,23,LAR,LAR,LAR,0,-7.0,50.0,Sports Authority Field at Mile High,Outdoor,25.0,6.0,
1419,10/14/2018,2018,HOU,20,13,BUF,HOU,HOU,1,-10.5,40.5,NRG Stadium,Indoor,72.0,0.0,
1420,10/14/2018,2018,MIA,31,28,CHI,CHI,MIA,1,-7.5,40.5,Hard Rock Stadium,Outdoor,89.0,8.0,
1421,10/14/2018,2018,MIN,27,17,ARI,MIN,MIN,1,-10.0,43.5,U.S. Bank Stadium,Indoor,72.0,0.0,
1422,10/14/2018,2018,NE,43,40,KC,NE,NE,1,-3.5,59.5,Gillette Stadium,Outdoor,45.0,0.0,
1423,10/14/2018,2018,NYJ,42,34,IND,NYJ,NYJ,1,-2.5,47.5,MetLife Stadium,Outdoor,60.0,7.0,
1424,10/14/2018,2018,LVR,3,27,SEA,SEA,SEA,0,-3.0,48.0,Tottenham Stadium,Outdoor,50.0,12.0,
1425,10/14/2018,2018,TEN,0,21,BAL,BAL,BAL,0,-2.5,43.5,Nissan Stadium,Outdoor,66.0,4.0,
1426,10/14/2018,2018,WAS,23,17,CAR,CAR,WAS,1,-1.0,44.5,FedEx Field,Outdoor,52.0,0.0,
1427,10/15/2018,2018,GB,33,30,SF,GB,GB,1,-9.0,46.5,Lambeau Field,Outdoor,37.0,5.0,
1428,10/18/2018,2018,ARI,10,45,DEN,DEN,DEN,0,-1.0,42.5,University of Phoenix Stadium,Indoor,72.0,0.0,
1429,10/21/2018,2018,BAL,23,24,NO,BAL,NO,0,-2.5,49.0,M&T Bank Stadium,Outdoor,54.0,15.0,
1430,10/21/2018,2018,CHI,31,38,NE,NE,NE,0,-1.0,48.5,Soldier Field,Outdoor,44.0,9.0,
1431,10/21/2018,2018,IND,37,5,BUF,IND,IND,1,-7.0,43.5,Lucas Oil Stadium,Indoor,72.0,0.0,
1432,10/21/2018,2018,JAX,7,20,HOU,JAX,HOU,0,-3.5,42.5,TIAA Bank Field,Outdoor,68.0,15.0,
1433,10/21/2018,2018,KC,45,10,CIN,KC,KC,1,-6.5,56.0,Arrowhead Stadium,Outdoor,59.0,10.0,
1434,10/21/2018,2018,LAC,20,19,TEN,LAC,LAC,1,-6.5,46.0,Wembley Stadium,Outdoor,66.0,6.0,
1435,10/21/2018,2018,MIA,21,32,DET,DET,DET,0,-3.0,47.0,Hard Rock Stadium,Outdoor,89.0,8.0,
1436,10/21/2018,2018,NYJ,17,37,MIN,MIN,MIN,0,-3.5,45.0,MetLife Stadium,Outdoor,46.0,16.0,
1437,10/21/2018,2018,PHI,17,21,CAR,PHI,CAR,0,-5.0,45.0,Lincoln Financial Field,Outdoor,49.0,19.0,
1438,10/21/2018,2018,SF,10,39,LAR,LAR,LAR,0,-8.0,52.0,Levi's Stadium,Outdoor,62.0,5.0,
1439,10/21/2018,2018,TB,26,23,CLE,TB,TB,1,-3.5,52.5,Raymond James Stadium,Outdoor,79.0,7.0,
1440,10/21/2018,2018,WAS,20,17,DAL,DAL,WAS,1,-1.0,40.5,FedEx Field,Outdoor,52.0,12.0,
1441,10/22/2018,2018,ATL,23,20,NYG,ATL,ATL,1,-4.0,53.0,Mercedes-Benz Stadium,Indoor,72.0,0.0,
1442,10/25/2018,2018,HOU,42,23,MIA,HOU,HOU,1,-7.5,45.0,NRG Stadium,Indoor,72.0,0.0,
1443,10/28/2018,2018,ARI,18,15,SF,ARI,ARI,1,-2.5,40.0,University of Phoenix Stadium,Indoor,72.0,0.0,
1444,10/28/2018,2018,CAR,36,21,BAL,BAL,CAR,1,-2.5,44.0,Bank of America Stadium,Outdoor,61.0,10.0,
1445,10/28/2018,2018,CHI,24,10,NYJ,CHI,CHI,1,-8.5,42.5,Soldier Field,Outdoor,48.0,18.0,
1446,10/28/2018,2018,CIN,37,34,TB,CIN,CIN,1,-3.5,55.0,Paul Brown Stadium,Outdoor,55.0,7.0,
1447,10/28/2018,2018,DET,14,28,SEA,DET,SEA,0,-3.0,48.0,Ford Field,Indoor,72.0,0.0,
1448,10/28/2018,2018,JAX,18,24,PHI,PHI,PHI,0,-3.5,44.0,Wembley Stadium,Outdoor,48.0,12.0,
1449,10/28/2018,2018,KC,30,23,DEN,KC,KC,1,-8.5,53.0,Arrowhead Stadium,Outdoor,56.0,12.0,
1450,10/28/2018,2018,LAR,29,27,GB,LAR,LAR,1,-7.5,57.0,Los Angeles Memorial Coliseum,Outdoor,82.0,1.0,
1451,10/28/2018,2018,MIN,20,30,NO,MIN,NO,0,-2.5,53.5,U.S. Bank Stadium,Indoor,72.0,0.0,
1452,10/28/2018,2018,NYG,13,20,WAS,WAS,WAS,0,-1.0,44.0,MetLife Stadium,Outdoor,51.0,11.0,
1453,10/28/2018,2018,LVR,28,42,IND,IND,IND,0,-3.5,51.0,Oakland Coliseum,Outdoor,69.0,8.0,
1454,10/28/2018,2018,PIT,33,18,CLE,PIT,PIT,1,-8.5,47.5,Heinz Field,Outdoor,47.0,11.0,
1455,10/29/2018,2018,BUF,6,25,NE,NE,NE,0,-13.5,44.5,New Era Field,Outdoor,46.0,16.0,
1456,11/1/2018,2018,SF,34,3,LVR,LVR,SF,1,-1.5,44.0,Levi's Stadium,Outdoor,82.0,8.0,
1457,11/4/2018,2018,BAL,16,23,PIT,BAL,PIT,0,-1.5,46.5,M&T Bank Stadium,Outdoor,55.0,6.0,
1458,11/4/2018,2018,BUF,9,41,CHI,CHI,CHI,0,-10.5,38.0,New Era Field,Outdoor,49.0,12.0,
1459,11/4/2018,2018,CAR,42,28,TB,CAR,CAR,1,-6.0,55.5,Bank of America Stadium,Outdoor,62.0,8.0,
1460,11/4/2018,2018,CLE,21,37,KC,KC,KC,0,-7.5,51.5,FirstEnergy Stadium,Outdoor,53.0,16.0,
1461,11/4/2018,2018,DEN,17,19,HOU,DEN,HOU,0,-1.0,46.5,Sports Authority Field at Mile High,Outdoor,53.0,3.0,
1462,11/4/2018,2018,MIA,13,6,NYJ,MIA,MIA,1,-3.0,43.0,Hard Rock Stadium,Outdoor,87.0,16.0,
1463,11/4/2018,2018,MIN,24,9,DET,MIN,MIN,1,-4.5,47.5,U.S. Bank Stadium,Indoor,72.0,0.0,
1464,11/4/2018,2018,NE,31,17,GB,NE,NE,1,-5.0,56.0,Gillette Stadium,Outdoor,40.0,2.0,
1465,11/4/2018,2018,NO,45,35,LAR,LAR,NO,1,-1.5,57.0,Mercedes-Benz Superdome,Indoor,72.0,0.0,
