,schedule_date,schedule_season,team_home,score_home,score_away,team_away,team_favorite_id,game_winner,home_team_won,spread_favorite,over_under_line,stadium,stadium_type,weather_temperature(°F),weather_wind_mph,weather_humidity(%)
641,11/1/2015,2015,BAL,29,26,LAC,BAL,BAL,1,-4.5,50.5,M&T Bank Stadium,Outdoor,65.0,6.0,
642,11/1/2015,2015,CHI,20,23,MIN,MIN,MIN,0,-1.5,44.0,Soldier Field,Outdoor,61.0,7.0,
643,11/1/2015,2015,CLE,20,34,ARI,ARI,ARI,0,-7.0,46.0,FirstEnergy Stadium,Outdoor,63.0,17.0,
644,11/1/2015,2015,DAL,12,13,SEA,SEA,SEA,0,-5.0,41.5,Cowboys Stadium,Outdoor,63.0,0.0,
645,11/1/2015,2015,DEN,29,10,GB,GB,DEN,1,-2.5,45.5,Sports Authority Field at Mile High,Outdoor,52.0,4.0,
646,11/1/2015,2015,HOU,20,6,TEN,HOU,HOU,1,-3.5,43.0,Reliant Stadium,Indoor,68.0,4.0,
647,11/1/2015,2015,KC,45,10,DET,DET,KC,1,-3.0,45.0,Wembley Stadium,Outdoor,57.0,3.0,
648,11/1/2015,2015,NO,52,49,NYG,NO,NO,1,-3.0,52.0,Louisiana Superdome,Indoor,72.0,0.0,
649,11/1/2015,2015,LVR,34,20,NYJ,NYJ,LVR,1,-3.0,44.0,Oakland Coliseum,Outdoor,68.0,8.0,
650,11/1/2015,2015,PIT,10,16,CIN,PICK,CIN,0,0.0,49.5,Heinz Field,Outdoor,63.0,9.0,
651,11/1/2015,2015,LAR,27,6,SF,LAR,LAR,1,-8.0,41.0,Edward Jones Dome,Indoor,72.0,0.0,
652,11/2/2015,2015,CAR,29,26,IND,CAR,CAR,1,-5.5,45.5,Bank of America Stadium,Outdoor,62.0,5.0,
653,11/5/2015,2015,CIN,31,10,CLE,CIN,CIN,1,-13.0,46.0,Paul Brown Stadium,Outdoor,65.0,5.0,
654,11/8/2015,2015,BUF,33,17,MIA,BUF,BUF,1,-4.0,44.0,Ralph Wilson Stadium,Outdoor,47.0,6.0,
655,11/8/2015,2015,CAR,37,29,GB,GB,CAR,1,-2.5,46.0,Bank of America Stadium,Outdoor,53.0,7.0,
656,11/8/2015,2015,DAL,27,33,PHI,PHI,PHI,0,-3.0,44.0,Cowboys Stadium,Outdoor,53.0,2.0,
657,11/8/2015,2015,IND,27,24,DEN,DEN,IND,1,-3.5,45.5,Lucas Oil Stadium,Indoor,72.0,0.0,
658,11/8/2015,2015,MIN,21,18,LAR,MIN,MIN,1,-1.0,40.0,TCF Bank Stadium,Outdoor,57.0,14.0,
659,11/8/2015,2015,NE,27,10,WAS,NE,NE,1,-13.5,51.5,Gillette Stadium,Outdoor,54.0,8.0,
660,11/8/2015,2015,NO,28,34,TEN,NO,TEN,0,-6.5,50.0,Louisiana Superdome,Indoor,72.0,0.0,
661,11/8/2015,2015,NYJ,28,23,JAX,NYJ,NYJ,1,-8.0,42.5,MetLife Stadium,Outdoor,57.0,7.0,
662,11/8/2015,2015,PIT,38,35,LVR,PIT,PIT,1,-6.0,48.0,Heinz Field,Outdoor,51.0,0.0,
663,11/8/2015,2015,SF,17,16,ATL,ATL,SF,1,-8.5,43.5,Levi's Stadium,Outdoor,58.0,2.0,
664,11/8/2015,2015,TB,18,32,NYG,NYG,NYG,0,-2.0,49.0,Raymond James Stadium,Outdoor,77.0,1.0,
665,11/9/2015,2015,LAC,19,22,CHI,LAC,CHI,0,-3.5,49.5,Qualcomm Stadium,Outdoor,61.0,7.0,
666,11/12/2015,2015,NYJ,17,22,BUF,NYJ,BUF,0,-2.5,42.0,MetLife Stadium,Outdoor,56.0,9.0,
667,11/15/2015,2015,BAL,20,22,JAX,BAL,JAX,0,-5.0,47.0,M&T Bank Stadium,Outdoor,63.0,5.0,
668,11/15/2015,2015,DEN,13,29,KC,DEN,KC,0,-3.5,42.0,Sports Authority Field at Mile High,Outdoor,59.0,1.0,
669,11/15/2015,2015,GB,16,18,DET,GB,DET,0,-10.5,50.0,Lambeau Field,Outdoor,57.0,6.0,
670,11/15/2015,2015,NYG,26,27,NE,NE,NE,0,-7.0,52.5,MetLife Stadium,Outdoor,54.0,5.0,
671,11/15/2015,2015,LVR,14,30,MIN,LVR,MIN,0,-3.0,44.0,Oakland Coliseum,Outdoor,57.0,15.0,
672,11/15/2015,2015,PHI,19,20,MIA,PHI,MIA,0,-6.0,49.5,Lincoln Financial Field,Outdoor,59.0,9.0,
673,11/15/2015,2015,PIT,30,9,CLE,PIT,PIT,1,-7.0,43.0,Heinz Field,Outdoor,60.0,6.0,
674,11/15/2015,2015,SEA,32,39,ARI,SEA,ARI,0,-3.0,43.5,CenturyLink Field,Outdoor,42.0,1.0,
675,11/15/2015,2015,LAR,13,37,CHI,LAR,CHI,0,-7.0,42.5,Edward Jones Dome,Indoor,72.0,0.0,
676,11/15/2015,2015,TB,10,6,DAL,DAL,TB,1,-1.0,43.5,Raymond James Stadium,Outdoor,77.0,9.0,
677,11/15/2015,2015,TEN,10,27,CAR,CAR,CAR,0,-3.5,43.0,Nissan Stadium,Outdoor,60.0,3.0,
678,11/15/2015,2015,WAS,47,14,NO,NO,WAS,1,-1.0,52.0,FedEx Field,Outdoor,62.0,7.0,
679,11/16/2015,2015,CIN,6,10,HOU,CIN,HOU,0,-10.0,46.5,Paul Brown Stadium,Outdoor,49.0,2.0,
680,11/19/2015,2015,JAX,19,13,TEN,JAX,JAX,1,-3.0,41.5,EverBank Field,Outdoor,71.0,2.0,
681,11/22/2015,2015,ARI,34,31,CIN,ARI,ARI,1,-4.0,48.0,University of Phoenix Stadium,Indoor,72.0,0.0,
682,11/22/2015,2015,ATL,21,24,IND,ATL,IND,0,-3.5,47.5,Georgia Dome,Indoor,72.0,0.0,
683,11/22/2015,2015,BAL,16,13,LAR,BAL,BAL,1,-3.0,41.5,M&T Bank Stadium,Outdoor,47.0,10.0,
684,11/22/2015,2015,CAR,44,16,WAS,CAR,CAR,1,-7.0,44.5,Bank of America Stadium,Outdoor,52.0,8.0,
685,11/22/2015,2015,CHI,15,17,DEN,DEN,DEN,0,-2.0,41.5,Soldier Field,Outdoor,29.0,6.0,
686,11/22/2015,2015,DET,18,13,LVR,LVR,DET,1,-1.5,50.0,Ford Field,Indoor,72.0,0.0,
687,11/22/2015,2015,HOU,24,17,NYJ,NYJ,HOU,1,-4.0,40.0,Reliant Stadium,Indoor,52.0,5.0,
688,11/22/2015,2015,MIA,14,24,DAL,DAL,DAL,0,-2.0,45.0,Sun Life Stadium,Outdoor,75.0,10.0,
689,11/22/2015,2015,MIN,13,30,GB,PICK,GB,0,0.0,45.0,TCF Bank Stadium,Outdoor,32.0,7.0,
690,11/22/2015,2015,PHI,17,45,TB,PHI,TB,0,-6.5,45.5,Lincoln Financial Field,Outdoor,48.0,10.0,
691,11/22/2015,2015,LAC,3,33,KC,KC,KC,0,-3.0,45.5,Qualcomm Stadium,Outdoor,78.0,4.0,
692,11/22/2015,2015,SEA,29,13,SF,SEA,SEA,1,-14.0,40.0,CenturyLink Field,Outdoor,48.0,3.0,
693,11/23/2015,2015,NE,20,13,BUF,NE,NE,1,-7.0,47.5,Gillette Stadium,Outdoor,28.0,5.0,
694,11/26/2015,2015,DAL,14,33,CAR,CAR,CAR,0,-1.0,44.5,Cowboys Stadium,Outdoor,68.0,11.0,
695,11/26/2015,2015,DET,45,14,PHI,DET,DET,1,-3.0,47.0,Ford Field,Indoor,72.0,0.0,
696,11/26/2015,2015,GB,13,17,CHI,GB,CHI,0,-8.0,45.0,Lambeau Field,Outdoor,35.0,10.0,
697,11/29/2015,2015,ATL,10,20,MIN,ATL,MIN,0,-2.0,45.0,Georgia Dome,Indoor,72.0,0.0,
698,11/29/2015,2015,CIN,31,7,LAR,CIN,CIN,1,-9.5,42.0,Paul Brown Stadium,Outdoor,45.0,6.0,
699,11/29/2015,2015,DEN,30,24,NE,NE,DEN,1,-2.5,43.0,Sports Authority Field at Mile High,Outdoor,21.0,0.0,
700,11/29/2015,2015,HOU,24,6,NO,HOU,HOU,1,-3.5,51.0,Reliant Stadium,Indoor,55.0,8.0,
701,11/29/2015,2015,IND,25,12,TB,IND,IND,1,-3.0,46.5,Lucas Oil Stadium,Indoor,72.0,0.0,
702,11/29/2015,2015,JAX,25,31,LAC,JAX,LAC,0,-5.0,47.0,EverBank Field,Outdoor,75.0,6.0,
703,11/29/2015,2015,KC,30,22,BUF,KC,KC,1,-4.5,41.0,Arrowhead Stadium,Outdoor,34.0,5.0,
704,11/29/2015,2015,NYJ,38,20,MIA,NYJ,NYJ,1,-4.5,43.5,MetLife Stadium,Outdoor,48.0,5.0,
705,11/29/2015,2015,SF,13,19,ARI,ARI,ARI,0,-8.5,45.0,Levi's Stadium,Outdoor,57.0,2.0,
706,11/29/2015,2015,SEA,39,30,PIT,SEA,SEA,1,-3.0,46.5,CenturyLink Field,Outdoor,37.0,2.0,
707,11/29/2015,2015,TEN,21,24,LVR,LVR,LVR,0,-1.0,45.0,Nissan Stadium,Outdoor,57.0,2.0,
708,11/29/2015,2015,WAS,20,14,NYG,NYG,WAS,1,-1.5,48.0,FedEx Field,Outdoor,46.0,5.0,
709,11/30/2015,2015,CLE,27,33,BAL,CLE,BAL,0,-6.0,41.0,FirstEnergy Stadium,Outdoor,42.0,8.0,
710,12/3/2015,2015,DET,23,27,GB,GB,GB,0,-2.5,46.5,Ford Field,Indoor,72.0,0.0,
711,12/6/2015,2015,BUF,30,21,HOU,BUF,BUF,1,-3.0,42.0,Ralph Wilson Stadium,Outdoor,49.0,4.0,
712,12/6/2015,2015,CHI,20,26,SF,CHI,SF,0,-6.5,43.0,Soldier Field,Outdoor,46.0,4.0,
713,12/6/2015,2015,CLE,3,37,CIN,CIN,CIN,0,-7.5,44.0,FirstEnergy Stadium,Outdoor,46.0,5.0,
714,12/6/2015,2015,MIA,15,13,BAL,MIA,MIA,1,-3.5,43.0,Sun Life Stadium,Outdoor,78.0,14.0,
715,12/6/2015,2015,MIN,7,38,SEA,SEA,SEA,0,-2.5,43.0,TCF Bank Stadium,Outdoor,36.0,3.0,
716,12/6/2015,2015,NE,28,35,PHI,NE,PHI,0,-9.5,49.0,Gillette Stadium,Outdoor,44.0,5.0,
717,12/6/2015,2015,NO,38,41,CAR,CAR,CAR,0,-6.0,50.5,Louisiana Superdome,Indoor,72.0,0.0,
718,12/6/2015,2015,NYG,20,23,NYJ,NYJ,NYJ,0,-2.5,46.0,MetLife Stadium,Outdoor,52.0,5.0,
719,12/6/2015,2015,LVR,20,34,KC,KC,KC,0,-3.0,45.5,Oakland Coliseum,Outdoor,60.0,3.0,
720,12/6/2015,2015,PIT,45,10,IND,PIT,PIT,1,-9.5,50.5,Heinz Field,Outdoor,35.0,2.0,
721,12/6/2015,2015,LAC,3,17,DEN,DEN,DEN,0,-6.0,45.0,Qualcomm Stadium,Outdoor,71.0,7.0,
722,12/6/2015,2015,LAR,3,27,ARI,ARI,ARI,0,-3.5,43.0,Edward Jones Dome,Indoor,72.0,0.0,
723,12/6/2015,2015,TB,23,19,ATL,PICK,TB,1,0.0,46.5,Raymond James Stadium,Outdoor,78.0,11.0,
724,12/6/2015,2015,TEN,42,39,JAX,TEN,TEN,1,-3.0,43.5,Nissan Stadium,Outdoor,56.0,4.0,
725,12/7/2015,2015,WAS,16,19,DAL,WAS,DAL,0,-2.0,43.5,FedEx Field,Outdoor,44.0,2.0,
726,12/10/2015,2015,ARI,23,20,MIN,ARI,ARI,1,-10.0,46.5,University of Phoenix Stadium,Indoor,72.0,0.0,
727,12/13/2015,2015,BAL,6,35,SEA,SEA,SEA,0,-10.5,42.0,M&T Bank Stadium,Outdoor,66.0,3.0,
728,12/13/2015,2015,CAR,38,0,ATL,CAR,CAR,1,-8.5,45.5,Bank of America Stadium,Outdoor,70.0,6.0,
729,12/13/2015,2015,CHI,21,24,WAS,CHI,WAS,0,-4.0,43.5,Soldier Field,Outdoor,58.0,11.0,
730,12/13/2015,2015,CIN,20,33,PIT,CIN,PIT,0,-1.0,48.5,Paul Brown Stadium,Outdoor,65.0,6.0,
731,12/13/2015,2015,CLE,24,10,SF,CLE,CLE,1,-2.5,43.0,FirstEnergy Stadium,Outdoor,62.0,8.0,
732,12/13/2015,2015,DEN,12,15,LVR,DEN,LVR,0,-6.0,43.0,Sports Authority Field at Mile High,Outdoor,39.0,2.0,
733,12/13/2015,2015,GB,28,7,DAL,GB,GB,1,-6.5,42.5,Lambeau Field,Outdoor,52.0,9.0,
734,12/13/2015,2015,HOU,6,27,NE,NE,NE,0,-5.0,46.5,Reliant Stadium,Indoor,52.0,3.0,
735,12/13/2015,2015,JAX,51,16,IND,JAX,JAX,1,-1.0,46.0,EverBank Field,Outdoor,77.0,8.0,
736,12/13/2015,2015,KC,10,3,LAC,KC,KC,1,-12.0,41.5,Arrowhead Stadium,Outdoor,60.0,11.0,
737,12/13/2015,2015,NYJ,30,8,TEN,NYJ,NYJ,1,-8.0,43.0,MetLife Stadium,Outdoor,65.0,4.0,
738,12/13/2015,2015,PHI,23,20,BUF,PHI,PHI,1,-1.0,48.5,Lincoln Financial Field,Outdoor,69.0,1.0,
739,12/13/2015,2015,LAR,21,14,DET,DET,LAR,1,-3.0,41.5,Edward Jones Dome,Indoor,72.0,0.0,
740,12/13/2015,2015,TB,17,24,NO,TB,NO,0,-6.0,51.5,Raymond James Stadium,Outdoor,80.0,12.0,
741,12/14/2015,2015,MIA,24,31,NYG,NYG,NYG,0,-2.0,48.0,Sun Life Stadium,Outdoor,75.0,5.0,
742,12/17/2015,2015,LAR,31,23,TB,LAR,LAR,1,-1.0,41.0,Edward Jones Dome,Indoor,72.0,0.0,
743,12/19/2015,2015,DAL,16,19,NYJ,NYJ,NYJ,0,-3.5,41.0,Cowboys Stadium,Outdoor,50.0,7.0,
744,12/20/2015,2015,BAL,14,34,KC,KC,KC,0,-6.5,41.0,M&T Bank Stadium,Outdoor,43.0,3.0,
745,12/20/2015,2015,IND,10,16,HOU,IND,HOU,0,-2.0,41.5,Lucas Oil Stadium,Indoor,72.0,0.0,
746,12/20/2015,2015,JAX,17,23,ATL,JAX,ATL,0,-2.0,48.0,EverBank Field,Outdoor,68.0,7.0,
747,12/20/2015,2015,MIN,38,17,CHI,MIN,MIN,1,-4.0,44.0,TCF Bank Stadium,Outdoor,36.0,3.0,
748,12/20/2015,2015,NE,33,16,TEN,NE,NE,1,-14.5,48.0,Gillette Stadium,Outdoor,39.0,5.0,
749,12/20/2015,2015,NYG,35,38,CAR,CAR,CAR,0,-5.0,46.5,MetLife Stadium,Outdoor,41.0,4.0,
750,12/20/2015,2015,LVR,20,30,GB,GB,GB,0,-4.0,47.0,Oakland Coliseum,Outdoor,51.0,10.0,
751,12/20/2015,2015,PHI,17,40,ARI,ARI,ARI,0,-4.0,51.5,Lincoln Financial Field,Outdoor,34.0,3.0,
752,12/20/2015,2015,PIT,34,27,DEN,PIT,PIT,1,-7.5,45.5,Heinz Field,Outdoor,36.0,3.0,
753,12/20/2015,2015,LAC,30,14,MIA,LAC,LAC,1,-1.0,47.0,Qualcomm Stadium,Outdoor,60.0,6.0,
754,12/20/2015,2015,SF,14,24,CIN,CIN,CIN,0,-6.5,41.0,Levi's Stadium,Outdoor,52.0,5.0,
755,12/20/2015,2015,SEA,30,13,CLE,SEA,SEA,1,-14.5,45.5,CenturyLink Field,Outdoor,44.0,8.0,
756,12/20/2015,2015,WAS,35,25,BUF,BUF,WAS,1,-2.0,46.0,FedEx Field,Outdoor,45.0,3.0,
757,12/21/2015,2015,NO,27,35,DET,NO,DET,0,-2.5,52.0,Louisiana Superdome,Indoor,72.0,0.0,
758,12/24/2015,2015,LVR,23,20,LAC,LVR,LVR,1,-4.0,45.5,Oakland Coliseum,Outdoor,46.0,8.0,
759,12/26/2015,2015,PHI,24,38,WAS,PHI,WAS,0,-3.5,48.5,Lincoln Financial Field,Outdoor,50.0,5.0,
760,12/27/2015,2015,ARI,38,8,GB,ARI,ARI,1,-6.0,50.5,University of Phoenix Stadium,Indoor,72.0,0.0,
761,12/27/2015,2015,ATL,20,13,CAR,CAR,ATL,1,-7.0,46.0,Georgia Dome,Indoor,72.0,0.0,
762,12/27/2015,2015,BAL,20,17,PIT,PIT,BAL,1,-11.5,47.5,M&T Bank Stadium,Outdoor,63.0,6.0,
763,12/27/2015,2015,BUF,16,6,DAL,BUF,BUF,1,-6.5,42.0,Ralph Wilson Stadium,Outdoor,37.0,5.0,
764,12/27/2015,2015,DET,32,17,SF,DET,DET,1,-9.0,42.5,Ford Field,Indoor,72.0,0.0,
765,12/27/2015,2015,KC,17,13,CLE,KC,KC,1,-11.5,42.5,Arrowhead Stadium,Outdoor,34.0,12.0,
766,12/27/2015,2015,MIA,12,18,IND,MIA,IND,0,-2.5,44.0,Sun Life Stadium,Outdoor,81.0,13.0,
767,12/27/2015,2015,MIN,49,17,NYG,MIN,MIN,1,-7.0,44.5,TCF Bank Stadium,Outdoor,12.0,5.0,
768,12/27/2015,2015,NO,38,27,JAX,NO,NO,1,-2.5,53.5,Louisiana Superdome,Indoor,72.0,0.0,
769,12/27/2015,2015,NYJ,26,20,NE,NE,NYJ,1,-2.5,45.5,MetLife Stadium,Outdoor,56.0,7.0,
770,12/27/2015,2015,SEA,17,23,LAR,SEA,LAR,0,-11.0,42.0,CenturyLink Field,Outdoor,37.0,2.0,
771,12/27/2015,2015,TB,21,26,CHI,TB,CHI,0,-3.0,44.0,Raymond James Stadium,Outdoor,83.0,11.0,
772,12/27/2015,2015,TEN,6,34,HOU,HOU,HOU,0,-3.5,39.0,Nissan Stadium,Outdoor,72.0,10.0,
773,12/28/2015,2015,DEN,20,17,CIN,DEN,DEN,1,-4.0,39.0,Sports Authority Field at Mile High,Outdoor,16.0,0.0,
774,1/3/2016,2015,ARI,6,36,SEA,ARI,SEA,0,-6.0,47.0,University of Phoenix Stadium,Indoor,72.0,0.0,
775,1/3/2016,2015,ATL,17,20,NO,ATL,NO,0,-6.0,53.5,Georgia Dome,Indoor,72.0,0.0,
776,1/3/2016,2015,BUF,22,17,NYJ,NYJ,BUF,1,-3.0,41.0,Ralph Wilson Stadium,Outdoor,30.0,10.0,
777,1/3/2016,2015,CAR,38,10,TB,CAR,CAR,1,-10.0,45.0,Bank of America Stadium,Outdoor,48.0,5.0,
778,1/3/2016,2015,CHI,20,24,DET,DET,DET,0,-2.5,45.0,Soldier Field,Outdoor,30.0,10.0,
779,1/3/2016,2015,CIN,24,16,BAL,CIN,CIN,1,-9.5,41.0,Paul Brown Stadium,Outdoor,33.0,5.0,
780,1/3/2016,2015,CLE,12,28,PIT,PIT,PIT,0,-13.0,47.0,FirstEnergy Stadium,Outdoor,34.0,12.0,
781,1/3/2016,2015,DAL,23,34,WAS,DAL,WAS,0,-3.0,41.0,Cowboys Stadium,Outdoor,54.0,4.0,
782,1/3/2016,2015,DEN,27,20,LAC,DEN,DEN,1,-10.0,42.0,Sports Authority Field at Mile High,Outdoor,44.0,0.0,
783,1/3/2016,2015,GB,13,20,MIN,GB,MIN,0,-3.0,44.0,Lambeau Field,Outdoor,23.0,5.0,
784,1/3/2016,2015,HOU,30,6,JAX,HOU,HOU,1,-6.0,45.0,Reliant Stadium,Indoor,56.0,4.0,
785,1/3/2016,2015,IND,30,24,TEN,IND,IND,1,-4.0,39.0,Lucas Oil Stadium,Indoor,72.0,0.0,
786,1/3/2016,2015,KC,23,17,LVR,KC,KC,1,-6.5,43.5,Arrowhead Stadium,Outdoor,32.0,7.0,
787,1/3/2016,2015,MIA,20,10,NE,NE,MIA,1,-10.0,46.5,Sun Life Stadium,Outdoor,78.0,4.0,
788,1/3/2016,2015,NYG,30,35,PHI,NYG,PHI,0,-3.5,51.0,MetLife Stadium,Outdoor,44.0,10.0,
789,1/3/2016,2015,SF,19,16,LAR,LAR,SF,1,-3.0,38.5,Levi's Stadium,Outdoor,57.0,0.0,
790,1/9/2016,2015,CIN,16,18,PIT,PIT,PIT,0,-3.0,45.0,Paul Brown Stadium,Outdoor,51.0,5.0,
791,1/9/2016,2015,HOU,0,30,KC,KC,KC,0,-3.0,40.0,Reliant Stadium,Indoor,72.0,0.0,
792,1/10/2016,2015,MIN,9,10,SEA,SEA,SEA,0,-4.5,40.0,TCF Bank Stadium,Outdoor,-6.0,12.0,
793,1/10/2016,2015,WAS,18,35,GB,WAS,GB,0,-1.0,46.0,FedEx Field,Outdoor,61.0,14.0,
794,1/16/2016,2015,ARI,26,20,GB,ARI,ARI,1,-7.0,49.0,University of Phoenix Stadium,Indoor,72.0,0.0,
795,1/16/2016,2015,NE,27,20,KC,NE,NE,1,-4.5,43.0,Gillette Stadium,Outdoor,38.0,6.0,
796,1/17/2016,2015,CAR,31,24,SEA,CAR,CAR,1,-2.5,44.0,Bank of America Stadium,Outdoor,43.0,7.0,
797,1/17/2016,2015,DEN,23,16,PIT,DEN,DEN,1,-7.5,41.0,Sports Authority Field at Mile High,Outdoor,43.0,9.0,
798,1/24/2016,2015,CAR,49,15,ARI,CAR,CAR,1,-3.0,47.5,Bank of America Stadium,Outdoor,39.0,4.0,
799,1/24/2016,2015,DEN,20,18,NE,NE,DEN,1,-3.0,44.5,Sports Authority Field at Mile High,Outdoor,46.0,6.0,
800,2/7/2016,2015,DEN,24,10,CAR,CAR,DEN,1,-4.5,43.0,Levi's Stadium,Outdoor,76.0,16.0,
801,9/8/2016,2016,DEN,21,20,CAR,CAR,DEN,1,-3.0,40.5,Sports Authority Field at Mile High,Outdoor,82.0,2.0,
802,9/11/2016,2016,ARI,21,23,NE,ARI,NE,0,-8.5,44.0,University of Phoenix Stadium,Indoor,72.0,0.0,
803,9/11/2016,2016,ATL,24,31,TB,ATL,TB,0,-2.5,47.0,Georgia Dome,Indoor,72.0,0.0,
804,9/11/2016,2016,BAL,13,7,BUF,BAL,BAL,1,-3.0,44.5,M&T Bank Stadium,Outdoor,82.0,7.0,
805,9/11/2016,2016,DAL,19,20,NYG,NYG,NYG,0,-1.0,47.5,Cowboys Stadium,Outdoor,72.0,0.0,
806,9/11/2016,2016,HOU,23,14,CHI,HOU,HOU,1,-5.5,42.5,Reliant Stadium,Indoor,87.0,2.0,
807,9/11/2016,2016,IND,35,39,DET,IND,DET,0,-2.5,51.5,Lucas Oil Stadium,Indoor,72.0,0.0,
808,9/11/2016,2016,JAX,23,27,GB,GB,GB,0,-3.5,47.5,EverBank Field,Outdoor,91.0,1.0,
809,9/11/2016,2016,KC,33,27,LAC,KC,KC,1,-6.5,46.0,Arrowhead Stadium,Outdoor,73.0,7.0,
810,9/11/2016,2016,NO,34,35,LVR,NO,LVR,0,-3.0,50.5,Louisiana Superdome,Indoor,72.0,0.0,
811,9/11/2016,2016,NYJ,22,23,CIN,CIN,CIN,0,-1.0,42.0,MetLife Stadium,Outdoor,80.0,9.0,
812,9/11/2016,2016,PHI,29,10,CLE,PHI,PHI,1,-3.5,41.0,Lincoln Financial Field,Outdoor,83.0,9.0,
813,9/11/2016,2016,SEA,12,10,MIA,SEA,SEA,1,-10.5,44.0,CenturyLink Field,Outdoor,64.0,2.0,
814,9/11/2016,2016,TEN,16,25,MIN,MIN,MIN,0,-2.5,40.0,Nissan Stadium,Outdoor,77.0,3.0,
815,9/12/2016,2016,SF,28,0,LAR,LAR,SF,1,-2.5,43.5,Levi's Stadium,Outdoor,66.0,17.0,
816,9/12/2016,2016,WAS,16,38,PIT,PIT,PIT,0,-2.5,49.0,FedEx Field,Outdoor,76.0,3.0,
817,9/15/2016,2016,BUF,31,37,NYJ,PICK,NYJ,0,0.0,40.5,New Era Field,Outdoor,54.0,2.0,
818,9/18/2016,2016,ARI,40,7,TB,ARI,ARI,1,-7.0,49.5,University of Phoenix Stadium,Indoor,72.0,0.0,
819,9/18/2016,2016,CAR,46,27,SF,CAR,CAR,1,-12.5,44.0,Bank of America Stadium,Outdoor,85.0,3.0,
820,9/18/2016,2016,CLE,20,25,BAL,BAL,BAL,0,-4.5,42.0,FirstEnergy Stadium,Outdoor,75.0,5.0,
821,9/18/2016,2016,DEN,34,20,IND,DEN,DEN,1,-6.0,47.0,Sports Authority Field at Mile High,Outdoor,86.0,1.0,
822,9/18/2016,2016,DET,15,16,TEN,DET,TEN,0,-6.0,48.0,Ford Field,Indoor,72.0,0.0,
823,9/18/2016,2016,HOU,19,12,KC,HOU,HOU,1,-1.0,42.0,Reliant Stadium,Indoor,89.0,2.0,
824,9/18/2016,2016,LAR,9,3,SEA,SEA,LAR,1,-5.5,38.0,Los Angeles Memorial Coliseum,Outdoor,85.0,4.0,
825,9/18/2016,2016,MIN,17,14,GB,GB,MIN,1,-2.0,43.0,U.S. Bank Stadium,Indoor,72.0,0.0,
826,9/18/2016,2016,NE,31,24,MIA,NE,NE,1,-5.5,42.0,Gillette Stadium,Outdoor,78.0,6.0,
827,9/18/2016,2016,NYG,16,13,NO,NYG,NYG,1,-4.0,54.5,MetLife Stadium,Outdoor,79.0,5.0,
828,9/18/2016,2016,LVR,28,35,ATL,LVR,ATL,0,-4.0,48.0,Oakland Coliseum,Outdoor,83.0,3.0,
829,9/18/2016,2016,PIT,24,16,CIN,PIT,PIT,1,-3.0,48.0,Heinz Field,Outdoor,71.0,3.0,
830,9/18/2016,2016,LAC,38,14,JAX,LAC,LAC,1,-3.0,47.5,Qualcomm Stadium,Outdoor,78.0,5.0,
831,9/18/2016,2016,WAS,23,27,DAL,WAS,DAL,0,-3.0,47.0,FedEx Field,Outdoor,84.0,5.0,
832,9/19/2016,2016,CHI,14,29,PHI,CHI,PHI,0,-3.0,43.0,Soldier Field,Outdoor,80.0,2.0,
833,9/22/2016,2016,NE,27,0,HOU,NE,NE,1,-1.0,38.5,Gillette Stadium,Outdoor,68.0,3.0,
834,9/25/2016,2016,BUF,33,18,ARI,ARI,BUF,1,-5.0,48.0,New Era Field,Outdoor,62.0,1.0,
835,9/25/2016,2016,CAR,10,22,MIN,CAR,MIN,0,-6.5,42.5,Bank of America Stadium,Outdoor,84.0,2.0,
836,9/25/2016,2016,CIN,17,29,DEN,CIN,DEN,0,-3.5,41.5,Paul Brown Stadium,Outdoor,82.0,0.0,
837,9/25/2016,2016,DAL,31,17,CHI,DAL,DAL,1,-6.5,45.0,Cowboys Stadium,Outdoor,72.0,0.0,
838,9/25/2016,2016,GB,34,27,DET,GB,GB,1,-6.5,47.5,Lambeau Field,Outdoor,72.0,10.0,
839,9/25/2016,2016,IND,26,22,LAC,IND,IND,1,-1.5,51.5,Lucas Oil Stadium,Indoor,72.0,0.0,
840,9/25/2016,2016,JAX,17,19,BAL,BAL,BAL,0,-2.0,45.0,EverBank Field,Outdoor,87.0,4.0,
841,9/25/2016,2016,KC,24,3,NYJ,KC,KC,1,-3.0,44.5,Arrowhead Stadium,Outdoor,65.0,6.0,
842,9/25/2016,2016,MIA,30,24,CLE,MIA,MIA,1,-10.0,42.5,Sun Life Stadium,Outdoor,85.0,7.0,
843,9/25/2016,2016,NYG,27,29,WAS,NYG,WAS,0,-3.5,47.0,MetLife Stadium,Outdoor,67.0,4.0,
844,9/25/2016,2016,PHI,34,3,PIT,PIT,PHI,1,-4.0,46.5,Lincoln Financial Field,Outdoor,71.0,1.0,
845,9/25/2016,2016,SEA,37,18,SF,SEA,SEA,1,-10.5,41.5,CenturyLink Field,Outdoor,69.0,2.0,
846,9/25/2016,2016,TB,32,37,LAR,TB,LAR,0,-3.5,40.5,Raymond James Stadium,Outdoor,89.0,3.0,
847,9/25/2016,2016,TEN,10,17,LVR,LVR,LVR,0,-1.5,47.0,Nissan Stadium,Outdoor,89.0,3.0,
848,9/26/2016,2016,NO,32,45,ATL,NO,ATL,0,-3.0,54.5,Louisiana Superdome,Indoor,72.0,0.0,
