,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
11320,12/28/2014,2014,17,False,HOU,23,17,JAX,HOU,-8.5,38.5,Reliant Stadium,False,43.0,8.0,,retractable (open roof)
11321,12/28/2014,2014,17,False,KC,19,7,LAC,KC,-3.0,42,Arrowhead Stadium,False,37.0,5.0,,
11322,12/28/2014,2014,17,False,MIA,24,37,NYJ,MIA,-7.0,41,Sun Life Stadium,False,80.0,7.0,,
11323,12/28/2014,2014,17,False,MIN,13,9,CHI,MIN,-7.0,47.5,TCF Bank Stadium,False,22.0,4.0,,
11324,12/28/2014,2014,17,False,NE,9,17,BUF,NE,-4.5,43.5,Gillette Stadium,False,49.0,8.0,,
11325,12/28/2014,2014,17,False,NYG,26,34,PHI,PHI,-1.0,52,MetLife Stadium,False,51.0,6.0,,
11326,12/28/2014,2014,17,False,PIT,27,17,CIN,PIT,-3.0,48.5,Heinz Field,False,35.0,1.0,,
11327,12/28/2014,2014,17,False,SF,20,17,ARI,SF,-6.0,37.5,Levi's Stadium,False,56.0,5.0,,
11328,12/28/2014,2014,17,False,SEA,20,6,LAR,SEA,-11.0,41.5,CenturyLink Field,False,43.0,1.0,,
11329,12/28/2014,2014,17,False,TB,20,23,NO,NO,-6.0,46.5,Raymond James Stadium,False,77.0,7.0,,
11330,12/28/2014,2014,17,False,TEN,10,27,IND,IND,-7.5,46.5,Nissan Stadium,False,41.0,5.0,,
11331,12/28/2014,2014,17,False,WAS,17,44,DAL,DAL,-6.0,47.5,FedEx Field,False,57.0,4.0,,
11332,1/3/2015,2014,Wildcard,True,CAR,27,16,ARI,CAR,-5.5,37.5,Bank of America Stadium,False,51.0,6.0,,
11333,1/3/2015,2014,Wildcard,True,PIT,17,30,BAL,PIT,-3.0,45,Heinz Field,False,48.0,10.0,,
11334,1/4/2015,2014,Wildcard,True,DAL,24,20,DET,DAL,-6.0,48.5,Cowboys Stadium,False,72.0,0.0,,indoor
11335,1/4/2015,2014,Wildcard,True,IND,26,10,CIN,IND,-3.5,48,Lucas Oil Stadium,False,72.0,0.0,,indoor
11336,1/10/2015,2014,Division,True,NE,35,31,BAL,NE,-7.0,47.5,Gillette Stadium,False,20.0,12.0,,
11337,1/10/2015,2014,Division,True,SEA,31,17,CAR,SEA,-13.5,39.5,CenturyLink Field,False,48.0,0.0,,
11338,1/11/2015,2014,Division,True,DEN,13,24,IND,DEN,-9.5,53.5,Sports Authority Field at Mile High,False,40.0,7.0,,
11339,1/11/2015,2014,Division,True,GB,26,21,DAL,GB,-5.5,51.5,Lambeau Field,False,24.0,0.0,,
11340,1/18/2015,2014,Conference,True,NE,45,7,IND,NE,-7.0,52,Gillette Stadium,False,51.0,15.0,,
11341,1/18/2015,2014,Conference,True,SEA,28,22,GB,SEA,-8.5,45,CenturyLink Field,False,52.0,15.0,,
11342,2/1/2015,2014,Superbowl,True,SEA,24,28,NE,NE,-1.0,47.5,University of Phoenix Stadium,True,72.0,0.0,,indoor
11343,9/10/2015,2015,1,False,NE,28,21,PIT,NE,-7.0,51,Gillette Stadium,False,64.0,9.0,,rain
11344,9/13/2015,2015,1,False,ARI,31,19,NO,ARI,-2.5,48.5,University of Phoenix Stadium,False,72.0,0.0,,indoor
11345,9/13/2015,2015,1,False,BUF,27,14,IND,IND,-1.0,44.5,Ralph Wilson Stadium,False,53.0,7.0,,
11346,9/13/2015,2015,1,False,CHI,23,31,GB,GB,-6.5,48.5,Soldier Field,False,68.0,4.0,,
11347,9/13/2015,2015,1,False,DAL,27,26,NYG,DAL,-7.0,52.5,Cowboys Stadium,False,72.0,0.0,,indoor
11348,9/13/2015,2015,1,False,DEN,19,13,BAL,DEN,-4.5,46.5,Sports Authority Field at Mile High,False,86.0,5.0,,
11349,9/13/2015,2015,1,False,HOU,20,27,KC,KC,-1.0,40.5,Reliant Stadium,False,83.0,8.0,,retractable (open roof)
11350,9/13/2015,2015,1,False,JAX,9,20,CAR,CAR,-3.0,41,EverBank Field,False,81.0,1.0,,
11351,9/13/2015,2015,1,False,NYJ,31,10,CLE,NYJ,-3.5,38.5,MetLife Stadium,False,76.0,7.0,,
11352,9/13/2015,2015,1,False,LVR,13,33,CIN,LVR,-3.0,43,Oakland Coliseum,False,75.0,9.0,,
11353,9/13/2015,2015,1,False,LAC,33,28,DET,LAC,-3.5,45.5,Qualcomm Stadium,False,82.0,8.0,,
11354,9/13/2015,2015,1,False,LAR,34,31,SEA,SEA,-3.5,41,Edward Jones Dome,False,72.0,0.0,,indoor
11355,9/13/2015,2015,1,False,TB,14,42,TEN,TB,-3.0,40.5,Raymond James Stadium,False,81.0,6.0,,
11356,9/13/2015,2015,1,False,WAS,10,17,MIA,MIA,-4.0,45.5,FedEx Field,False,71.0,11.0,,
11357,9/14/2015,2015,1,False,ATL,26,24,PHI,PHI,-3.0,56,Georgia Dome,False,72.0,0.0,,indoor
11358,9/14/2015,2015,1,False,SF,20,3,MIN,MIN,-2.5,42.5,Levi's Stadium,False,64.0,4.0,,
11359,9/17/2015,2015,2,False,KC,24,31,DEN,KC,-3.0,42,Arrowhead Stadium,False,80.0,8.0,,
11360,9/20/2015,2015,2,False,BUF,32,40,NE,BUF,-1.0,44.5,Ralph Wilson Stadium,False,62.0,4.0,,
11361,9/20/2015,2015,2,False,CAR,24,17,HOU,CAR,-3.0,41,Bank of America Stadium,False,88.0,2.0,,
11362,9/20/2015,2015,2,False,CHI,23,48,ARI,ARI,-2.0,46,Soldier Field,False,69.0,3.0,,
11363,9/20/2015,2015,2,False,CIN,24,19,LAC,CIN,-3.5,48,Paul Brown Stadium,False,73.0,6.0,,
11364,9/20/2015,2015,2,False,CLE,28,14,TEN,TEN,-1.0,41,FirstEnergy Stadium,False,66.0,11.0,,
11365,9/20/2015,2015,2,False,GB,27,17,SEA,GB,-3.0,49.5,Lambeau Field,False,54.0,6.0,,
11366,9/20/2015,2015,2,False,JAX,23,20,MIA,MIA,-6.0,42,EverBank Field,False,83.0,5.0,,
11367,9/20/2015,2015,2,False,MIN,26,16,DET,MIN,-2.5,44,TCF Bank Stadium,False,70.0,12.0,,
11368,9/20/2015,2015,2,False,NO,19,26,TB,NO,-9.0,47,Louisiana Superdome,False,72.0,0.0,,indoor
11369,9/20/2015,2015,2,False,NYG,20,24,ATL,NYG,-2.0,50,MetLife Stadium,False,77.0,7.0,,
11370,9/20/2015,2015,2,False,LVR,37,33,BAL,BAL,-6.0,42,Oakland Coliseum,False,89.0,7.0,,
11371,9/20/2015,2015,2,False,PHI,10,20,DAL,PHI,-6.5,54,Lincoln Financial Field,False,74.0,7.0,,
11372,9/20/2015,2015,2,False,PIT,43,18,SF,PIT,-6.0,46,Heinz Field,False,69.0,2.0,,
11373,9/20/2015,2015,2,False,WAS,24,10,LAR,LAR,-3.0,41,FedEx Field,False,75.0,6.0,,
11374,9/21/2015,2015,2,False,IND,7,20,NYJ,IND,-6.0,46,Lucas Oil Stadium,False,72.0,0.0,,indoor
11375,9/24/2015,2015,3,False,NYG,32,21,WAS,NYG,-3.0,45,MetLife Stadium,False,66.0,2.0,,
11376,9/27/2015,2015,3,False,ARI,47,7,SF,ARI,-7.0,45,University of Phoenix Stadium,False,72.0,0.0,,indoor
11377,9/27/2015,2015,3,False,BAL,24,28,CIN,BAL,-1.5,45.5,M&T Bank Stadium,False,73.0,8.0,,
11378,9/27/2015,2015,3,False,CAR,27,22,NO,CAR,-9.5,43,Bank of America Stadium,False,67.0,8.0,,
11379,9/27/2015,2015,3,False,CLE,20,27,LVR,CLE,-3.5,44,FirstEnergy Stadium,False,75.0,10.0,,
11380,9/27/2015,2015,3,False,DAL,28,39,ATL,PICK,0.0,43.5,Cowboys Stadium,False,72.0,0.0,,indoor
11381,9/27/2015,2015,3,False,DET,12,24,DEN,DEN,-3.0,45,Ford Field,False,72.0,0.0,,indoor
11382,9/27/2015,2015,3,False,HOU,19,9,TB,HOU,-6.0,41,Reliant Stadium,False,75.0,8.0,,retractable (open roof)
11383,9/27/2015,2015,3,False,MIA,14,41,BUF,MIA,-1.0,43.5,Sun Life Stadium,False,80.0,0.0,,
11384,9/27/2015,2015,3,False,MIN,31,14,LAC,MIN,-2.0,45.5,TCF Bank Stadium,False,80.0,13.0,,
11385,9/27/2015,2015,3,False,NE,51,17,JAX,NE,-14.0,49,Gillette Stadium,False,70.0,3.0,,
11386,9/27/2015,2015,3,False,NYJ,17,24,PHI,NYJ,-3.0,47,MetLife Stadium,False,70.0,5.0,,
11387,9/27/2015,2015,3,False,SEA,26,0,CHI,SEA,-16.5,43.5,CenturyLink Field,False,62.0,7.0,,
11388,9/27/2015,2015,3,False,LAR,6,12,PIT,LAR,-1.0,48.5,Edward Jones Dome,False,72.0,0.0,,indoor
11389,9/27/2015,2015,3,False,TEN,33,35,IND,IND,-3.5,46.5,Nissan Stadium,False,77.0,4.0,,
11390,9/28/2015,2015,3,False,GB,38,28,KC,GB,-5.5,47.5,Lambeau Field,False,62.0,3.0,,
11391,10/1/2015,2015,4,False,PIT,20,23,BAL,BAL,-3.0,44,Heinz Field,False,54.0,7.0,,
11392,10/4/2015,2015,4,False,ARI,22,24,LAR,ARI,-7.0,43.5,University of Phoenix Stadium,False,72.0,0.0,,indoor
11393,10/4/2015,2015,4,False,ATL,48,21,HOU,ATL,-4.5,47.5,Georgia Dome,False,72.0,0.0,,indoor
11394,10/4/2015,2015,4,False,BUF,10,24,NYG,BUF,-6.0,46.5,Ralph Wilson Stadium,False,60.0,4.0,,
11395,10/4/2015,2015,4,False,CHI,22,20,LVR,LVR,-3.0,44.5,Soldier Field,False,56.0,8.0,,
11396,10/4/2015,2015,4,False,CIN,36,21,KC,CIN,-3.5,45,Paul Brown Stadium,False,73.0,8.0,,
11397,10/4/2015,2015,4,False,DEN,23,20,MIN,DEN,-7.0,43.5,Sports Authority Field at Mile High,False,60.0,5.0,,
11398,10/4/2015,2015,4,False,IND,16,13,JAX,IND,-4.0,43.5,Lucas Oil Stadium,False,72.0,0.0,,indoor
11399,10/4/2015,2015,4,False,MIA,14,27,NYJ,NYJ,-2.5,42.5,Wembley Stadium,True,62.0,6.0,,
11400,10/4/2015,2015,4,False,NO,26,20,DAL,NO,-3.0,48.5,Louisiana Superdome,False,72.0,0.0,,indoor
11401,10/4/2015,2015,4,False,LAC,30,27,CLE,LAC,-5.0,44.5,Qualcomm Stadium,False,68.0,7.0,,
11402,10/4/2015,2015,4,False,SF,3,17,GB,GB,-7.5,48,Levi's Stadium,False,76.0,6.0,,
11403,10/4/2015,2015,4,False,TB,23,37,CAR,CAR,-3.0,40.5,Raymond James Stadium,False,75.0,7.0,,
11404,10/4/2015,2015,4,False,WAS,23,20,PHI,PHI,-3.0,45.5,FedEx Field,False,59.0,13.0,,
11405,10/5/2015,2015,4,False,SEA,13,10,DET,SEA,-10.0,43,CenturyLink Field,False,61.0,2.0,,
11406,10/8/2015,2015,5,False,HOU,20,27,IND,HOU,-5.0,41,Reliant Stadium,False,76.0,2.0,,retractable (open roof)
11407,10/11/2015,2015,5,False,ATL,25,19,WAS,ATL,-7.0,48.5,Georgia Dome,False,72.0,0.0,,indoor
11408,10/11/2015,2015,5,False,BAL,30,33,CLE,BAL,-6.5,43,M&T Bank Stadium,False,68.0,0.0,,
11409,10/11/2015,2015,5,False,CIN,27,24,SEA,CIN,-3.0,44.5,Paul Brown Stadium,False,72.0,7.0,,
11410,10/11/2015,2015,5,False,DAL,6,30,NE,NE,-8.5,50.5,Cowboys Stadium,False,72.0,0.0,,indoor
11411,10/11/2015,2015,5,False,DET,17,42,ARI,ARI,-4.5,46,Ford Field,False,72.0,0.0,,indoor
11412,10/11/2015,2015,5,False,GB,24,10,LAR,GB,-9.0,46,Lambeau Field,False,73.0,15.0,,
11413,10/11/2015,2015,5,False,KC,17,18,CHI,KC,-9.5,44.5,Arrowhead Stadium,False,80.0,11.0,,
11414,10/11/2015,2015,5,False,NYG,30,27,SF,NYG,-7.5,44,MetLife Stadium,False,57.0,3.0,,
11415,10/11/2015,2015,5,False,LVR,10,16,DEN,DEN,-5.5,45,Oakland Coliseum,False,76.0,8.0,,
11416,10/11/2015,2015,5,False,PHI,39,17,NO,PHI,-6.5,49.5,Lincoln Financial Field,False,67.0,4.0,,
11417,10/11/2015,2015,5,False,TB,38,31,JAX,TB,-1.0,41.5,Raymond James Stadium,False,83.0,9.0,,
11418,10/11/2015,2015,5,False,TEN,13,14,BUF,BUF,-1.0,43,Nissan Stadium,False,72.0,2.0,,
11419,10/12/2015,2015,5,False,LAC,20,24,PIT,LAC,-4.0,45.5,Qualcomm Stadium,False,76.0,5.0,,
11420,10/15/2015,2015,6,False,NO,31,21,ATL,ATL,-3.0,52.5,Louisiana Superdome,False,72.0,0.0,,indoor
11421,10/18/2015,2015,6,False,BUF,21,34,CIN,CIN,-3.0,42,Ralph Wilson Stadium,False,37.0,2.0,,
11422,10/18/2015,2015,6,False,CLE,23,26,DEN,DEN,-3.5,42,FirstEnergy Stadium,False,46.0,11.0,,
11423,10/18/2015,2015,6,False,DET,37,34,CHI,DET,-3.5,45.5,Ford Field,False,72.0,0.0,,indoor
11424,10/18/2015,2015,6,False,GB,27,20,LAC,GB,-10.5,50.5,Lambeau Field,False,49.0,8.0,,
11425,10/18/2015,2015,6,False,IND,27,34,NE,NE,-9.0,54,Lucas Oil Stadium,False,72.0,0.0,,indoor
11426,10/18/2015,2015,6,False,JAX,20,31,HOU,JAX,-3.0,43,EverBank Field,False,70.0,13.0,,
11427,10/18/2015,2015,6,False,MIN,16,10,KC,MIN,-3.5,43,TCF Bank Stadium,False,62.0,15.0,,
11428,10/18/2015,2015,6,False,NYJ,34,20,WAS,NYJ,-7.5,40,MetLife Stadium,False,48.0,10.0,,
11429,10/18/2015,2015,6,False,PIT,25,13,ARI,ARI,-5.5,45,Heinz Field,False,42.0,8.0,,
11430,10/18/2015,2015,6,False,SF,25,20,BAL,BAL,-2.5,43.5,Levi's Stadium,False,68.0,10.0,,
11431,10/18/2015,2015,6,False,SEA,23,27,CAR,SEA,-7.0,41,CenturyLink Field,False,59.0,4.0,,
11432,10/18/2015,2015,6,False,TEN,10,38,MIA,TEN,-2.5,43.5,Nissan Stadium,False,60.0,6.0,,
11433,10/19/2015,2015,6,False,PHI,27,7,NYG,PHI,-3.5,50.5,Lincoln Financial Field,False,44.0,6.0,,
11434,10/22/2015,2015,7,False,SF,3,20,SEA,SEA,-6.5,42,Levi's Stadium,False,66.0,3.0,,
11435,10/25/2015,2015,7,False,CAR,27,16,PHI,CAR,-2.5,46,Bank of America Stadium,False,64.0,0.0,,
11436,10/25/2015,2015,7,False,DET,19,28,MIN,DET,-1.0,45,Ford Field,False,72.0,0.0,,indoor
11437,10/25/2015,2015,7,False,IND,21,27,NO,IND,-5.0,53,Lucas Oil Stadium,False,72.0,0.0,,indoor
11438,10/25/2015,2015,7,False,JAX,34,31,BUF,BUF,-3.5,41.5,Wembley Stadium,True,51.0,3.0,,
11439,10/25/2015,2015,7,False,KC,23,13,PIT,KC,-3.5,41.5,Arrowhead Stadium,False,64.0,6.0,,
11440,10/25/2015,2015,7,False,MIA,44,26,HOU,MIA,-4.5,45.5,Sun Life Stadium,False,82.0,11.0,,
11441,10/25/2015,2015,7,False,NE,30,23,NYJ,NE,-7.0,47.5,Gillette Stadium,False,58.0,6.0,,
11442,10/25/2015,2015,7,False,NYG,27,20,DAL,NYG,-3.0,44.5,MetLife Stadium,False,59.0,10.0,,
11443,10/25/2015,2015,7,False,LAC,29,37,LVR,LAC,-3.5,48.5,Qualcomm Stadium,False,77.0,5.0,,
11444,10/25/2015,2015,7,False,LAR,24,6,CLE,LAR,-6.0,44,Edward Jones Dome,False,72.0,0.0,,indoor
11445,10/25/2015,2015,7,False,TEN,7,10,ATL,ATL,-6.0,45.5,Nissan Stadium,False,61.0,8.0,,
11446,10/25/2015,2015,7,False,WAS,31,30,TB,WAS,-3.0,41.5,FedEx Field,False,70.0,8.0,,
11447,10/26/2015,2015,7,False,ARI,26,18,BAL,ARI,-10.0,49.5,University of Phoenix Stadium,False,72.0,0.0,,indoor
11448,10/29/2015,2015,8,False,NE,36,7,MIA,NE,-8.0,51.5,Gillette Stadium,False,53.0,9.0,,
11449,11/1/2015,2015,8,False,ATL,20,23,TB,ATL,-8.0,47.5,Georgia Dome,False,72.0,0.0,,indoor
11450,11/1/2015,2015,8,False,BAL,29,26,LAC,BAL,-4.5,50.5,M&T Bank Stadium,False,65.0,6.0,,
11451,11/1/2015,2015,8,False,CHI,20,23,MIN,MIN,-1.5,44,Soldier Field,False,61.0,7.0,,
11452,11/1/2015,2015,8,False,CLE,20,34,ARI,ARI,-7.0,46,FirstEnergy Stadium,False,63.0,17.0,,
11453,11/1/2015,2015,8,False,DAL,12,13,SEA,SEA,-5.0,41.5,Cowboys Stadium,False,63.0,0.0,,retractable (open roof)
11454,11/1/2015,2015,8,False,DEN,29,10,GB,GB,-2.5,45.5,Sports Authority Field at Mile High,False,52.0,4.0,,
11455,11/1/2015,2015,8,False,HOU,20,6,TEN,HOU,-3.5,43,Reliant Stadium,False,68.0,4.0,,retractable (open roof)
11456,11/1/2015,2015,8,False,KC,45,10,DET,DET,-3.0,45,Wembley Stadium,True,57.0,3.0,,
11457,11/1/2015,2015,8,False,NO,52,49,NYG,NO,-3.0,52,Louisiana Superdome,False,72.0,0.0,,indoor
11458,11/1/2015,2015,8,False,LVR,34,20,NYJ,NYJ,-3.0,44,Oakland Coliseum,False,68.0,8.0,,
11459,11/1/2015,2015,8,False,PIT,10,16,CIN,PICK,0.0,49.5,Heinz Field,False,63.0,9.0,,
11460,11/1/2015,2015,8,False,LAR,27,6,SF,LAR,-8.0,41,Edward Jones Dome,False,72.0,0.0,,indoor
11461,11/2/2015,2015,8,False,CAR,29,26,IND,CAR,-5.5,45.5,Bank of America Stadium,False,62.0,5.0,,rain
11462,11/5/2015,2015,9,False,CIN,31,10,CLE,CIN,-13.0,46,Paul Brown Stadium,False,65.0,5.0,,
11463,11/8/2015,2015,9,False,BUF,33,17,MIA,BUF,-4.0,44,Ralph Wilson Stadium,False,47.0,6.0,,
11464,11/8/2015,2015,9,False,CAR,37,29,GB,GB,-2.5,46,Bank of America Stadium,False,53.0,7.0,,
11465,11/8/2015,2015,9,False,DAL,27,33,PHI,PHI,-3.0,44,Cowboys Stadium,False,53.0,2.0,,retractable (open roof)
11466,11/8/2015,2015,9,False,IND,27,24,DEN,DEN,-3.5,45.5,Lucas Oil Stadium,False,72.0,0.0,,indoor
11467,11/8/2015,2015,9,False,MIN,21,18,LAR,MIN,-1.0,40,TCF Bank Stadium,False,57.0,14.0,,
11468,11/8/2015,2015,9,False,NE,27,10,WAS,NE,-13.5,51.5,Gillette Stadium,False,54.0,8.0,,
11469,11/8/2015,2015,9,False,NO,28,34,TEN,NO,-6.5,50,Louisiana Superdome,False,72.0,0.0,,indoor
11470,11/8/2015,2015,9,False,NYJ,28,23,JAX,NYJ,-8.0,42.5,MetLife Stadium,False,57.0,7.0,,
11471,11/8/2015,2015,9,False,PIT,38,35,LVR,PIT,-6.0,48,Heinz Field,False,51.0,0.0,,
11472,11/8/2015,2015,9,False,SF,17,16,ATL,ATL,-8.5,43.5,Levi's Stadium,False,58.0,2.0,,
11473,11/8/2015,2015,9,False,TB,18,32,NYG,NYG,-2.0,49,Raymond James Stadium,False,77.0,1.0,,
11474,11/9/2015,2015,9,False,LAC,19,22,CHI,LAC,-3.5,49.5,Qualcomm Stadium,False,61.0,7.0,,
11475,11/12/2015,2015,10,False,NYJ,17,22,BUF,NYJ,-2.5,42,MetLife Stadium,False,56.0,9.0,,
11476,11/15/2015,2015,10,False,BAL,20,22,JAX,BAL,-5.0,47,M&T Bank Stadium,False,63.0,5.0,,
11477,11/15/2015,2015,10,False,DEN,13,29,KC,DEN,-3.5,42,Sports Authority Field at Mile High,False,59.0,1.0,,
11478,11/15/2015,2015,10,False,GB,16,18,DET,GB,-10.5,50,Lambeau Field,False,57.0,6.0,,
11479,11/15/2015,2015,10,False,NYG,26,27,NE,NE,-7.0,52.5,MetLife Stadium,False,54.0,5.0,,
11480,11/15/2015,2015,10,False,LVR,14,30,MIN,LVR,-3.0,44,Oakland Coliseum,False,57.0,15.0,,
11481,11/15/2015,2015,10,False,PHI,19,20,MIA,PHI,-6.0,49.5,Lincoln Financial Field,False,59.0,9.0,,
11482,11/15/2015,2015,10,False,PIT,30,9,CLE,PIT,-7.0,43,Heinz Field,False,60.0,6.0,,
11483,11/15/2015,2015,10,False,SEA,32,39,ARI,SEA,-3.0,43.5,CenturyLink Field,False,42.0,1.0,,
11484,11/15/2015,2015,10,False,LAR,13,37,CHI,LAR,-7.0,42.5,Edward Jones Dome,False,72.0,0.0,,indoor
11485,11/15/2015,2015,10,False,TB,10,6,DAL,DAL,-1.0,43.5,Raymond James Stadium,False,77.0,9.0,,
11486,11/15/2015,2015,10,False,TEN,10,27,CAR,CAR,-3.5,43,Nissan Stadium,False,60.0,3.0,,
11487,11/15/2015,2015,10,False,WAS,47,14,NO,NO,-1.0,52,FedEx Field,False,62.0,7.0,,
11488,11/16/2015,2015,10,False,CIN,6,10,HOU,CIN,-10.0,46.5,Paul Brown Stadium,False,49.0,2.0,,
11489,11/19/2015,2015,11,False,JAX,19,13,TEN,JAX,-3.0,41.5,EverBank Field,False,71.0,2.0,,
11490,11/22/2015,2015,11,False,ARI,34,31,CIN,ARI,-4.0,48,University of Phoenix Stadium,False,72.0,0.0,,indoor
11491,11/22/2015,2015,11,False,ATL,21,24,IND,ATL,-3.5,47.5,Georgia Dome,False,72.0,0.0,,indoor
11492,11/22/2015,2015,11,False,BAL,16,13,LAR,BAL,-3.0,41.5,M&T Bank Stadium,False,47.0,10.0,,
11493,11/22/2015,2015,11,False,CAR,44,16,WAS,CAR,-7.0,44.5,Bank of America Stadium,False,52.0,8.0,,
11494,11/22/2015,2015,11,False,CHI,15,17,DEN,DEN,-2.0,41.5,Soldier Field,False,29.0,6.0,,
11495,11/22/2015,2015,11,False,DET,18,13,LVR,LVR,-1.5,50,Ford Field,False,72.0,0.0,,indoor
11496,11/22/2015,2015,11,False,HOU,24,17,NYJ,NYJ,-4.0,40,Reliant Stadium,False,52.0,5.0,,retractable (open roof)
11497,11/22/2015,2015,11,False,MIA,14,24,DAL,DAL,-2.0,45,Sun Life Stadium,False,75.0,10.0,,
11498,11/22/2015,2015,11,False,MIN,13,30,GB,PICK,0.0,45,TCF Bank Stadium,False,32.0,7.0,,
11499,11/22/2015,2015,11,False,PHI,17,45,TB,PHI,-6.5,45.5,Lincoln Financial Field,False,48.0,10.0,,
11500,11/22/2015,2015,11,False,LAC,3,33,KC,KC,-3.0,45.5,Qualcomm Stadium,False,78.0,4.0,,
11501,11/22/2015,2015,11,False,SEA,29,13,SF,SEA,-14.0,40,CenturyLink Field,False,48.0,3.0,,
11502,11/23/2015,2015,11,False,NE,20,13,BUF,NE,-7.0,47.5,Gillette Stadium,False,28.0,5.0,,
